Kecamatan,Kamar Tidur,Kamar Mandi,Luas Tanah (m²),Luas Bangunan (m²),Sertifikat,Daya Listrik (watt),Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Hadap,Terjangkau Internet,Lebar Jalan (m),Sumber Air,Hook,Kondisi Properti,Aksesibilitas,NJOP (Rp/m²),Tingkat Keamanan,Sewa per Bulan (Rp),Jenis Zona
Mulyorejo,8,2,426,438,AJB,4400,0,2,Unfurnished,4,Utara,Ya,18,Sumur,Ya,Bagus,Dekat Pusat Kota,494116,10,152700000,Campuran
Mulyorejo,10,8,810,446,SHM,7000,4,4,Semi-Furnished,4,Timur,Ya,10,Air Tanah,Ya,Bagus,Dekat Jalan Raya,526900,8,314200000,Campuran
Mulyorejo,8,6,810,706,AJB,8800,2,2,Furnished,2,Utara,Ya,14,Sumur,Tidak,Bagus,Dekat Jalan Raya,541142,10,354300000,Komersial
Mulyorejo,6,2,488,386,SHM,4400,0,4,Unfurnished,4,Selatan,Tidak,6,Air Tanah,Tidak,Bagus,Dekat Jalan Raya,505606,10,111800000,Campuran
Mulyorejo,8,6,250,348,HGB,4400,2,2,Semi-Furnished,6,Selatan,Tidak,16,Air Tanah,Tidak,Butuh Renovasi,Dekat Pusat Kota,525900,8,149500000,Perumahan
Mulyorejo,6,6,628,588,AJB,7000,4,0,Unfurnished,2,Barat,Ya,4,PDAM,Ya,Bagus,Dekat Pusat Kota,542896,8,251400000,Komersial
Mulyorejo,6,2,1092,700,HGB,8800,0,0,Semi-Furnished,2,Selatan,Tidak,4,Sumur,Tidak,Baru,Dekat Jalan Raya,541778,10,305600000,Perumahan
Mulyorejo,6,8,176,102,HGB,2600,0,4,Semi-Furnished,2,Utara,Ya,10,Sumur,Tidak,Butuh Renovasi,Dekat Jalan Raya,482572,4,26500000,Perumahan
Mulyorejo,12,8,294,148,HGB,2600,2,0,Semi-Furnished,6,Utara,Tidak,18,PDAM,Tidak,Butuh Renovasi,Dekat Jalan Raya,435902,8,67700000,Komersial
Mulyorejo,10,6,848,156,SHM,2600,4,0,Unfurnished,4,Barat,Ya,24,Sumur,Tidak,Baru,Dekat Sekolah,435176,10,82500000,Campuran
Mulyorejo,10,2,1016,154,HGB,2600,4,2,Unfurnished,6,Timur,Tidak,22,Sumur,Tidak,Butuh Renovasi,Dekat Sekolah,464932,10,48500000,Campuran
Mulyorejo,12,4,1162,382,HGB,4400,2,2,Semi-Furnished,6,Timur,Ya,20,Sumur,Tidak,Bagus,Dekat Sekolah,439442,10,196300000,Perumahan
Mulyorejo,4,2,142,204,HGB,2600,4,2,Furnished,2,Timur,Ya,8,PDAM,Ya,Bagus,Dekat Sekolah,432484,6,45000000,Campuran
Mulyorejo,10,2,1200,992,AJB,11000,4,4,Semi-Furnished,6,Timur,Tidak,8,PDAM,Tidak,Baru,Dekat Pusat Kota,526820,8,817500000,Komersial
Mulyorejo,12,8,896,362,SHM,2600,2,4,Semi-Furnished,2,Utara,Ya,4,Sumur,Tidak,Bagus,Dekat Sekolah,531892,8,206000000,Campuran
Mulyorejo,8,4,636,480,SHM,7000,4,4,Furnished,4,Timur,Ya,16,Sumur,Tidak,Bagus,Dekat Sekolah,521000,8,237800000,Komersial
Mulyorejo,8,4,884,276,HGB,4400,4,2,Unfurnished,4,Barat,Ya,14,Air Tanah,Tidak,Butuh Renovasi,Dekat Sekolah,437106,10,89200000,Komersial
Mulyorejo,10,8,392,348,AJB,4400,4,4,Unfurnished,4,Barat,Ya,8,Air Tanah,Ya,Bagus,Dekat Sekolah,458130,10,131700000,Perumahan
Mulyorejo,10,4,890,976,AJB,13200,2,2,Furnished,4,Selatan,Ya,16,Air Tanah,Ya,Baru,Dekat Jalan Raya,530196,10,778300000,Campuran
Mulyorejo,10,4,118,156,HGB,2600,0,0,Unfurnished,6,Barat,Tidak,12,PDAM,Ya,Baru,Dekat Pusat Kota,461800,8,87200000,Campuran
Mulyorejo,10,8,358,524,HGB,7000,2,0,Semi-Furnished,6,Timur,Ya,16,Air Tanah,Ya,Bagus,Dekat Jalan Raya,487634,8,343800000,Campuran
Pabean Cantikan,4,4,732,656,HGB,8800,2,4,Unfurnished,2,Selatan,Ya,22,Sumur,Tidak,Baru,Dekat Sekolah,432104,10,153900000,Campuran
Pabean Cantikan,10,6,348,230,SHM,2600,4,2,Semi-Furnished,4,Selatan,Ya,12,Sumur,Tidak,Bagus,Dekat Sekolah,336606,10,93500000,Komersial
Pabean Cantikan,4,2,1122,1200,AJB,8800,0,2,Semi-Furnished,2,Utara,Tidak,16,PDAM,Ya,Butuh Renovasi,Dekat Sekolah,398436,8,288900000,Komersial
Pabean Cantikan,10,6,890,418,SHM,4400,2,0,Semi-Furnished,2,Utara,Tidak,8,Air Tanah,Ya,Bagus,Dekat Sekolah,362770,8,142000000,Komersial
Pabean Cantikan,12,6,964,536,AJB,4400,2,2,Furnished,4,Utara,Ya,8,Sumur,Ya,Baru,Dekat Pusat Kota,353364,8,344000000,Komersial
Pabean Cantikan,6,2,590,426,AJB,8800,0,2,Furnished,4,Timur,Ya,12,Sumur,Tidak,Butuh Renovasi,Dekat Pusat Kota,379508,8,111500000,Campuran
Pabean Cantikan,6,4,1110,568,HGB,7000,0,2,Furnished,2,Selatan,Ya,22,Air Tanah,Tidak,Bagus,Dekat Sekolah,419164,10,153300000,Perumahan
Pabean Cantikan,12,2,474,594,AJB,7000,2,0,Unfurnished,4,Utara,Ya,10,Sumur,Ya,Baru,Dekat Pusat Kota,383800,10,236500000,Campuran
Pabean Cantikan,4,4,438,380,HGB,4400,2,0,Furnished,2,Selatan,Ya,22,Air Tanah,Ya,Butuh Renovasi,Dekat Jalan Raya,352600,10,83600000,Campuran
Pabean Cantikan,2,2,764,132,HGB,2600,2,0,Unfurnished,2,Selatan,Tidak,24,PDAM,Tidak,Bagus,Dekat Jalan Raya,380940,2,17800000,Campuran
Pabean Cantikan,6,4,310,490,SHM,4400,2,4,Furnished,6,Selatan,Ya,16,PDAM,Ya,Butuh Renovasi,Dekat Jalan Raya,419720,10,143600000,Perumahan
Pabean Cantikan,4,2,320,250,HGB,4400,4,0,Unfurnished,4,Selatan,Tidak,14,Air Tanah,Ya,Butuh Renovasi,Dekat Jalan Raya,365010,6,35900000,Perumahan
Pabean Cantikan,4,6,994,546,AJB,4400,0,0,Unfurnished,6,Barat,Tidak,4,PDAM,Ya,Butuh Renovasi,Dekat Sekolah,355726,8,128200000,Perumahan
Pabean Cantikan,10,6,1044,746,AJB,4400,4,2,Semi-Furnished,6,Utara,Ya,16,Sumur,Tidak,Bagus,Dekat Jalan Raya,401262,8,427200000,Perumahan
Pabean Cantikan,12,6,1196,1380,HGB,8800,2,4,Semi-Furnished,6,Utara,Tidak,22,Air Tanah,Tidak,Baru,Dekat Sekolah,455916,8,1142600000,Komersial
Pabean Cantikan,12,8,976,458,AJB,4400,4,2,Unfurnished,2,Timur,Tidak,6,Air Tanah,Ya,Baru,Dekat Sekolah,347190,10,158700000,Campuran
Pabean Cantikan,2,2,1050,864,AJB,13200,0,4,Unfurnished,6,Utara,Ya,10,PDAM,Tidak,Butuh Renovasi,Dekat Pusat Kota,403560,10,204500000,Komersial
Pabean Cantikan,6,6,1070,696,AJB,8800,2,4,Semi-Furnished,4,Selatan,Tidak,6,Air Tanah,Tidak,Butuh Renovasi,Dekat Sekolah,420154,8,245300000,Komersial
Pabean Cantikan,8,6,546,94,AJB,2600,4,2,Unfurnished,4,Utara,Tidak,22,Sumur,Ya,Butuh Renovasi,Dekat Sekolah,376780,2,16500000,Campuran
Pabean Cantikan,8,4,1032,1054,SHM,8800,2,0,Furnished,4,Barat,Ya,18,Air Tanah,Ya,Baru,Dekat Jalan Raya,382112,8,615200000,Perumahan
Pabean Cantikan,10,2,400,500,SHM,7000,4,4,Unfurnished,2,Selatan,Ya,20,Air Tanah,Tidak,Baru,Dekat Jalan Raya,396648,10,155900000,Perumahan
Pabean Cantikan,6,6,710,722,AJB,7000,0,4,Unfurnished,2,Timur,Ya,24,Sumur,Tidak,Butuh Renovasi,Dekat Sekolah,379470,8,133700000,Komersial
Pabean Cantikan,4,2,910,532,HGB,8800,0,0,Unfurnished,4,Selatan,Ya,4,Air Tanah,Ya,Baru,Dekat Pusat Kota,387036,10,178900000,Campuran
Pabean Cantikan,4,8,878,124,SHM,2600,4,0,Semi-Furnished,6,Timur,Ya,24,Sumur,Tidak,Butuh Renovasi,Dekat Pusat Kota,351500,6,45400000,Komersial
Pabean Cantikan,10,2,280,440,AJB,7000,0,0,Semi-Furnished,2,Timur,Ya,10,Sumur,Tidak,Butuh Renovasi,Dekat Sekolah,416018,8,82300000,Perumahan
Pabean Cantikan,8,8,1078,1204,HGB,13200,2,4,Furnished,2,Selatan,Ya,8,Sumur,Ya,Bagus,Dekat Jalan Raya,461404,8,627300000,Campuran
Pabean Cantikan,6,2,138,100,SHM,2600,0,0,Furnished,4,Barat,Tidak,18,PDAM,Ya,Baru,Dekat Sekolah,369060,6,27200000,Perumahan
Pabean Cantikan,8,4,156,204,SHM,2600,4,0,Unfurnished,6,Timur,Tidak,22,PDAM,Ya,Butuh Renovasi,Dekat Pusat Kota,351774,10,67600000,Komersial
Pabean Cantikan,4,2,990,798,HGB,4400,2,0,Semi-Furnished,4,Utara,Ya,6,PDAM,Ya,Baru,Dekat Pusat Kota,363806,8,331300000,Komersial
Pabean Cantikan,4,6,1194,556,HGB,4400,4,2,Unfurnished,4,Barat,Ya,14,PDAM,Ya,Butuh Renovasi,Dekat Sekolah,418212,8,128100000,Perumahan
Pabean Cantikan,8,8,472,178,SHM,2600,4,0,Unfurnished,4,Timur,Ya,16,Sumur,Ya,Butuh Renovasi,Dekat Jalan Raya,379670,8,50600000,Komersial
Pabean Cantikan,6,6,1110,308,SHM,2600,0,2,Semi-Furnished,4,Timur,Tidak,18,Sumur,Ya,Butuh Renovasi,Dekat Sekolah,393842,8,91300000,Campuran
Pakal,12,2,796,694,SHM,7000,4,0,Unfurnished,6,Barat,Tidak,12,Air Tanah,Ya,Butuh Renovasi,Dekat Jalan Raya,298022,10,183900000,Komersial
Pakal,10,6,776,336,HGB,4400,0,2,Unfurnished,6,Utara,Tidak,18,Air Tanah,Tidak,Baru,Dekat Jalan Raya,267240,8,141400000,Campuran
Pakal,12,2,524,98,HGB,2600,4,2,Semi-Furnished,6,Barat,Ya,4,PDAM,Tidak,Baru,Dekat Pusat Kota,260924,8,41800000,Komersial
Pakal,6,8,1028,1068,SHM,8800,2,2,Unfurnished,2,Selatan,Tidak,14,PDAM,Tidak,Baru,Dekat Sekolah,346990,10,339700000,Campuran
Pakal,6,8,560,136,HGB,1800,4,4,Semi-Furnished,6,Timur,Ya,22,Air Tanah,Ya,Baru,Dekat Sekolah,299620,8,46800000,Campuran
Pakal,6,8,958,600,AJB,8800,0,0,Unfurnished,6,Selatan,Ya,12,Sumur,Tidak,Bagus,Dekat Sekolah,316728,10,174000000,Perumahan
Pakal,10,6,426,340,SHM,4400,4,0,Furnished,2,Utara,Ya,20,Air Tanah,Ya,Baru,Dekat Pusat Kota,290382,10,156200000,Komersial
Pakal,6,4,974,1072,HGB,8800,0,4,Furnished,6,Selatan,Tidak,6,PDAM,Ya,Butuh Renovasi,Dekat Pusat Kota,308556,10,329700000,Campuran
Pakal,8,4,266,86,AJB,2600,4,0,Semi-Furnished,6,Utara,Tidak,4,PDAM,Tidak,Bagus,Dekat Jalan Raya,266252,6,19900000,Campuran
Pakal,4,2,718,834,AJB,11000,4,0,Unfurnished,4,Timur,Tidak,16,PDAM,Tidak,Bagus,Dekat Pusat Kota,318498,10,152100000,Perumahan
Pakal,10,2,778,166,SHM,1800,0,0,Furnished,4,Timur,Ya,16,PDAM,Ya,Bagus,Dekat Jalan Raya,278670,8,44400000,Campuran
Pakal,4,8,698,622,SHM,7000,4,2,Furnished,4,Selatan,Tidak,18,Sumur,Ya,Butuh Renovasi,Dekat Jalan Raya,327432,8,160000000,Campuran
Pakal,12,4,460,336,SHM,4400,4,0,Semi-Furnished,4,Timur,Tidak,4,PDAM,Tidak,Butuh Renovasi,Dekat Pusat Kota,276610,10,108100000,Komersial
Pakal,2,6,460,524,SHM,8800,0,4,Furnished,6,Timur,Ya,24,PDAM,Tidak,Butuh Renovasi,Dekat Jalan Raya,317486,10,117100000,Perumahan
Pakal,10,8,380,356,HGB,4400,4,2,Furnished,6,Selatan,Tidak,22,Sumur,Tidak,Bagus,Dekat Sekolah,324230,10,182300000,Komersial
Pakal,2,2,690,136,SHM,2600,0,4,Semi-Furnished,2,Selatan,Ya,4,Air Tanah,Tidak,Bagus,Dekat Pusat Kota,301734,6,22500000,Komersial
Pakal,2,6,566,146,HGB,2600,2,0,Semi-Furnished,2,Timur,Ya,12,Air Tanah,Ya,Bagus,Dekat Sekolah,281130,4,22200000,Komersial
Pakal,2,4,432,438,SHM,4400,4,0,Unfurnished,6,Selatan,Tidak,20,PDAM,Ya,Bagus,Dekat Jalan Raya,278514,10,70000000,Perumahan
Pakal,2,2,302,160,SHM,1800,4,2,Semi-Furnished,4,Selatan,Ya,12,PDAM,Tidak,Baru,Dekat Pusat Kota,308180,6,32100000,Komersial
Pakal,4,4,1092,546,AJB,8800,2,4,Unfurnished,2,Timur,Ya,22,Air Tanah,Tidak,Baru,Dekat Jalan Raya,307776,10,85600000,Perumahan
Pakal,6,2,580,152,AJB,2600,0,2,Furnished,6,Selatan,Tidak,12,Air Tanah,Ya,Bagus,Dekat Sekolah,285616,8,30900000,Campuran
Pakal,4,8,790,880,SHM,8800,4,2,Semi-Furnished,6,Barat,Ya,18,Air Tanah,Ya,Baru,Dekat Pusat Kota,337564,10,385200000,Campuran
Pakal,2,8,988,1012,AJB,11000,2,0,Furnished,2,Barat,Tidak,12,PDAM,Ya,Bagus,Dekat Jalan Raya,335108,10,257700000,Komersial
Pakal,2,8,356,340,SHM,2600,2,0,Unfurnished,2,Barat,Tidak,6,PDAM,Ya,Baru,Dekat Jalan Raya,313414,10,60600000,Komersial
Pakal,8,8,302,220,HGB,2600,2,0,Semi-Furnished,2,Selatan,Tidak,14,Air Tanah,Tidak,Baru,Dekat Pusat Kota,279300,8,54600000,Perumahan
Pakal,10,8,1120,640,SHM,8800,0,4,Furnished,4,Timur,Ya,4,Air Tanah,Ya,Butuh Renovasi,Dekat Jalan Raya,280030,10,221600000,Perumahan
Pakal,2,2,296,114,HGB,1800,2,2,Unfurnished,2,Utara,Tidak,6,Air Tanah,Ya,Butuh Renovasi,Dekat Jalan Raya,273364,4,9300000,Perumahan
Pakal,12,6,772,620,HGB,8800,2,4,Semi-Furnished,4,Timur,Ya,12,Air Tanah,Tidak,Bagus,Dekat Sekolah,323524,10,243700000,Campuran
Pakal,8,2,346,344,HGB,2600,2,0,Furnished,2,Utara,Tidak,24,Sumur,Ya,Butuh Renovasi,Dekat Sekolah,309006,10,60200000,Perumahan
Pakal,8,8,740,898,HGB,8800,2,0,Unfurnished,2,Selatan,Ya,12,Air Tanah,Tidak,Butuh Renovasi,Dekat Sekolah,297666,10,192600000,Campuran
Pakal,12,8,788,382,AJB,4400,2,2,Unfurnished,2,Barat,Tidak,16,Air Tanah,Tidak,Butuh Renovasi,Dekat Jalan Raya,307900,10,78400000,Komersial
Pakal,10,6,1150,962,SHM,8800,2,4,Semi-Furnished,2,Selatan,Tidak,12,Sumur,Ya,Baru,Dekat Jalan Raya,321562,10,418500000,Komersial
Rungkut,10,8,532,514,HGB,7000,0,0,Furnished,4,Utara,Ya,22,Air Tanah,Ya,Butuh Renovasi,Dekat Jalan Raya,461232,10,202300000,Campuran
Rungkut,6,6,632,142,HGB,1800,0,2,Unfurnished,6,Selatan,Tidak,24,Air Tanah,Tidak,Baru,Dekat Jalan Raya,382872,8,57900000,Perumahan
Rungkut,4,4,930,790,HGB,7000,0,2,Furnished,2,Selatan,Ya,22,Air Tanah,Tidak,Butuh Renovasi,Dekat Pusat Kota,465834,8,262700000,Campuran
Rungkut,4,2,238,156,AJB,1800,0,2,Unfurnished,6,Utara,Ya,10,PDAM,Tidak,Baru,Dekat Jalan Raya,409070,10,47400000,Komersial
Rungkut,6,4,896,1006,HGB,11000,2,0,Furnished,6,Timur,Tidak,16,PDAM,Tidak,Bagus,Dekat Pusat Kota,419596,10,553600000,Campuran
Rungkut,6,6,538,316,HGB,4400,2,2,Semi-Furnished,6,Barat,Ya,14,PDAM,Ya,Butuh Renovasi,Dekat Pusat Kota,440022,10,108900000,Komersial
Rungkut,6,8,408,130,SHM,2600,4,2,Furnished,2,Barat,Ya,16,Air Tanah,Ya,Butuh Renovasi,Dekat Pusat Kota,390080,4,35600000,Komersial
Rungkut,12,2,322,234,AJB,4400,4,4,Semi-Furnished,4,Barat,Ya,24,Sumur,Tidak,Butuh Renovasi,Dekat Sekolah,393086,10,54800000,Perumahan
Rungkut,8,6,1196,760,SHM,8800,4,0,Furnished,2,Barat,Ya,18,Sumur,Tidak,Baru,Dekat Sekolah,434120,10,461500000,Perumahan
Rungkut,6,8,406,404,AJB,4400,4,2,Semi-Furnished,2,Timur,Ya,16,Air Tanah,Ya,Butuh Renovasi,Dekat Sekolah,387362,10,101600000,Campuran
Rungkut,6,2,992,746,SHM,8800,0,0,Semi-Furnished,6,Utara,Ya,16,PDAM,Tidak,Baru,Dekat Jalan Raya,455406,8,370100000,Komersial
Rungkut,6,2,642,664,HGB,8800,2,0,Unfurnished,4,Selatan,Ya,6,Sumur,Tidak,Baru,Dekat Sekolah,432018,8,242100000,Komersial
Rungkut,10,2,88,106,AJB,1800,4,4,Furnished,6,Utara,Ya,14,PDAM,Tidak,Bagus,Dekat Jalan Raya,425250,8,36700000,Perumahan
Rungkut,10,2,1114,830,SHM,11000,0,0,Semi-Furnished,6,Timur,Ya,8,Air Tanah,Tidak,Baru,Dekat Pusat Kota,489096,10,622800000,Campuran
Rungkut,8,2,794,642,AJB,4400,0,4,Semi-Furnished,2,Timur,Tidak,18,PDAM,Ya,Baru,Dekat Pusat Kota,449432,10,270800000,Campuran
Rungkut,8,4,222,280,AJB,4400,2,4,Furnished,2,Barat,Tidak,22,Air Tanah,Ya,Bagus,Dekat Sekolah,429650,8,84200000,Komersial
Rungkut,4,8,238,308,AJB,2600,2,4,Semi-Furnished,6,Barat,Tidak,14,PDAM,Tidak,Bagus,Dekat Pusat Kota,402468,10,111300000,Perumahan
Rungkut,10,8,408,192,SHM,2600,2,0,Unfurnished,2,Selatan,Ya,14,PDAM,Tidak,Baru,Dekat Sekolah,379758,10,67200000,Campuran
Rungkut,2,8,544,496,HGB,7000,4,0,Semi-Furnished,4,Selatan,Ya,10,Air Tanah,Ya,Butuh Renovasi,Dekat Jalan Raya,394418,10,120800000,Campuran
Rungkut,2,4,244,300,SHM,4400,0,0,Furnished,2,Barat,Ya,14,Air Tanah,Ya,Baru,Dekat Sekolah,385794,10,85500000,Komersial
Rungkut,12,8,832,804,AJB,8800,2,4,Semi-Furnished,2,Utara,Ya,20,Air Tanah,Ya,Butuh Renovasi,Dekat Pusat Kota,474390,10,342700000,Perumahan
Rungkut,4,2,936,396,AJB,2600,4,4,Unfurnished,2,Timur,Tidak,24,PDAM,Tidak,Bagus,Dekat Pusat Kota,420224,10,82600000,Komersial
Rungkut,6,2,236,64,AJB,1800,0,2,Furnished,2,Barat,Ya,22,PDAM,Tidak,Baru,Dekat Jalan Raya,417100,4,14200000,Perumahan
Rungkut,6,2,156,262,HGB,2600,2,2,Semi-Furnished,6,Barat,Tidak,6,Air Tanah,Tidak,Bagus,Dekat Sekolah,408382,10,76100000,Perumahan
Rungkut,8,6,462,642,AJB,7000,2,4,Unfurnished,4,Barat,Tidak,14,PDAM,Ya,Butuh Renovasi,Dekat Pusat Kota,463688,10,208200000,Komersial
Rungkut,8,8,162,292,AJB,2600,0,0,Semi-Furnished,4,Barat,Ya,24,Air Tanah,Ya,Baru,Dekat Sekolah,380106,10,121400000,Campuran
Rungkut,4,2,1188,1384,AJB,11000,2,2,Unfurnished,4,Barat,Ya,14,Sumur,Tidak,Bagus,Dekat Sekolah,518990,10,418600000,Perumahan
Rungkut,6,4,550,148,HGB,2600,4,0,Semi-Furnished,6,Utara,Tidak,6,PDAM,Tidak,Baru,Dekat Jalan Raya,410464,8,70800000,Komersial
Rungkut,4,4,208,142,SHM,2600,2,0,Unfurnished,6,Barat,Tidak,4,Sumur,Tidak,Butuh Renovasi,Dekat Jalan Raya,380872,4,34400000,Komersial
Rungkut,4,6,852,414,SHM,7000,0,4,Furnished,2,Barat,Ya,24,Sumur,Tidak,Bagus,Dekat Jalan Raya,466048,10,152500000,Komersial
Rungkut,4,6,596,564,SHM,8800,4,4,Unfurnished,6,Timur,Ya,6,PDAM,Ya,Baru,Dekat Pusat Kota,398624,10,267800000,Campuran
Rungkut,8,2,1094,686,AJB,7000,2,2,Unfurnished,6,Barat,Ya,10,Air Tanah,Ya,Baru,Dekat Jalan Raya,440966,10,318000000,Campuran
Sambikerep,10,8,416,498,HGB,8800,2,2,Semi-Furnished,6,Utara,Ya,24,Sumur,Tidak,Bagus,Dekat Sekolah,400004,10,251300000,Perumahan
Sambikerep,2,8,1060,888,HGB,11000,4,0,Semi-Furnished,2,Selatan,Tidak,12,PDAM,Tidak,Baru,Dekat Sekolah,405102,8,348000000,Campuran
Sambikerep,8,4,682,204,HGB,2600,2,0,Furnished,6,Timur,Tidak,18,PDAM,Ya,Baru,Dekat Pusat Kota,411794,10,108200000,Campuran
Sambikerep,2,8,576,316,HGB,4400,4,4,Furnished,2,Timur,Ya,14,PDAM,Tidak,Baru,Dekat Sekolah,389730,10,100600000,Campuran
Sambikerep,10,4,1000,944,SHM,11000,0,4,Unfurnished,4,Selatan,Tidak,22,PDAM,Tidak,Baru,Dekat Sekolah,429260,10,465700000,Perumahan
Sambikerep,10,8,536,488,SHM,8800,0,2,Furnished,4,Timur,Tidak,4,PDAM,Tidak,Butuh Renovasi,Dekat Pusat Kota,436948,10,225100000,Campuran
Sambikerep,4,6,716,830,AJB,8800,2,4,Semi-Furnished,2,Timur,Tidak,4,Sumur,Tidak,Bagus,Dekat Jalan Raya,427912,8,213700000,Perumahan
Sambikerep,2,6,922,500,SHM,8800,0,4,Unfurnished,2,Selatan,Ya,12,PDAM,Ya,Butuh Renovasi,Dekat Jalan Raya,427506,10,80000000,Perumahan
Sambikerep,8,4,176,372,HGB,2600,0,2,Semi-Furnished,2,Timur,Tidak,10,Air Tanah,Ya,Bagus,Dekat Sekolah,438736,10,119900000,Komersial
Sambikerep,12,4,548,600,HGB,4400,2,0,Semi-Furnished,2,Selatan,Tidak,24,Sumur,Ya,Bagus,Dekat Pusat Kota,414630,10,268500000,Perumahan
Sambikerep,12,4,1066,1104,SHM,8800,4,2,Unfurnished,4,Utara,Tidak,16,PDAM,Ya,Baru,Dekat Jalan Raya,457802,10,868800000,Komersial
Sambikerep,6,2,158,290,AJB,2600,0,4,Furnished,6,Selatan,Tidak,10,Sumur,Ya,Bagus,Dekat Sekolah,434578,8,106500000,Campuran
Sambikerep,2,4,336,364,HGB,2600,2,4,Unfurnished,2,Utara,Tidak,8,Sumur,Ya,Baru,Dekat Jalan Raya,405536,6,58200000,Perumahan
Sambikerep,12,6,568,472,AJB,7000,2,2,Furnished,4,Timur,Ya,24,PDAM,Ya,Butuh Renovasi,Dekat Pusat Kota,383282,10,231500000,Campuran
Sambikerep,2,4,318,366,AJB,4400,4,0,Unfurnished,4,Selatan,Tidak,4,PDAM,Tidak,Baru,Dekat Pusat Kota,429576,10,88900000,Komersial
Sambikerep,6,8,882,452,SHM,4400,0,2,Furnished,4,Selatan,Ya,4,PDAM,Ya,Baru,Dekat Pusat Kota,426828,10,229000000,Perumahan
Sambikerep,10,8,110,166,SHM,1800,0,0,Unfurnished,6,Barat,Tidak,14,Sumur,Tidak,Baru,Dekat Pusat Kota,386288,8,105200000,Komersial
Sambikerep,8,2,184,164,HGB,2600,4,4,Furnished,4,Selatan,Tidak,20,Air Tanah,Tidak,Bagus,Dekat Pusat Kota,418924,8,68400000,Komersial
Sambikerep,4,8,788,846,AJB,11000,0,0,Semi-Furnished,2,Barat,Tidak,10,PDAM,Ya,Baru,Dekat Jalan Raya,456140,10,321500000,Perumahan
Sambikerep,12,4,1050,202,AJB,2600,2,4,Semi-Furnished,4,Barat,Ya,8,PDAM,Tidak,Baru,Dekat Pusat Kota,423254,10,99900000,Campuran
Sambikerep,10,2,922,78,SHM,2600,2,2,Semi-Furnished,2,Timur,Ya,24,Air Tanah,Ya,Baru,Dekat Sekolah,396066,6,26300000,Campuran
Sambikerep,10,8,666,208,AJB,4400,0,4,Furnished,2,Utara,Tidak,14,Air Tanah,Ya,Butuh Renovasi,Dekat Jalan Raya,415852,10,74700000,Komersial
Sambikerep,4,6,572,750,HGB,7000,0,2,Unfurnished,4,Timur,Ya,22,Air Tanah,Ya,Bagus,Dekat Sekolah,391150,10,233300000,Campuran
Sambikerep,4,2,138,200,SHM,2600,4,2,Semi-Furnished,6,Utara,Ya,10,Air Tanah,Ya,Baru,Dekat Sekolah,357710,8,63200000,Campuran
Sambikerep,12,4,1084,68,HGB,1800,2,4,Unfurnished,2,Timur,Ya,10,Sumur,Tidak,Butuh Renovasi,Dekat Jalan Raya,421628,2,16100000,Campuran
Sambikerep,6,8,612,428,SHM,4400,4,2,Unfurnished,4,Timur,Ya,22,Air Tanah,Ya,Baru,Dekat Pusat Kota,420098,8,188100000,Perumahan
Sambikerep,4,8,1108,212,AJB,2600,2,4,Semi-Furnished,4,Timur,Tidak,10,PDAM,Tidak,Butuh Renovasi,Dekat Pusat Kota,358246,8,55000000,Campuran
Sambikerep,12,2,248,304,HGB,4400,4,4,Furnished,2,Timur,Ya,14,PDAM,Tidak,Baru,Dekat Pusat Kota,432158,8,148700000,Komersial
Sambikerep,4,4,752,568,SHM,8800,2,2,Semi-Furnished,4,Timur,Ya,8,Sumur,Tidak,Bagus,Dekat Pusat Kota,376012,8,224100000,Campuran
Sambikerep,8,6,422,74,HGB,1800,4,0,Semi-Furnished,4,Barat,Tidak,4,Sumur,Tidak,Baru,Dekat Pusat Kota,397336,4,32900000,Perumahan
Sambikerep,10,4,710,368,AJB,4400,2,2,Semi-Furnished,2,Selatan,Ya,6,PDAM,Ya,Bagus,Dekat Jalan Raya,391312,10,124700000,Komersial
Sambikerep,8,2,1072,774,AJB,7000,0,2,Furnished,2,Utara,Ya,18,Sumur,Ya,Baru,Dekat Pusat Kota,413972,10,390300000,Komersial
Sawahan,8,6,554,666,SHM,7000,4,2,Semi-Furnished,2,Timur,Tidak,4,Air Tanah,Ya,Baru,Dekat Sekolah,437302,10,318800000,Campuran
Sawahan,10,8,156,66,AJB,1800,2,2,Unfurnished,6,Selatan,Ya,12,Air Tanah,Ya,Bagus,Dekat Jalan Raya,476202,8,26500000,Campuran
Sawahan,6,2,626,376,HGB,4400,2,0,Unfurnished,6,Barat,Tidak,6,Air Tanah,Tidak,Bagus,Dekat Sekolah,483344,8,149800000,Komersial
Sawahan,10,2,912,470,SHM,8800,2,2,Semi-Furnished,4,Timur,Ya,22,PDAM,Ya,Baru,Dekat Pusat Kota,492372,10,346300000,Komersial
Sawahan,6,6,836,206,AJB,4400,2,0,Furnished,2,Barat,Ya,12,PDAM,Tidak,Butuh Renovasi,Dekat Sekolah,465850,6,51400000,Perumahan
Sawahan,6,8,104,82,HGB,2600,0,4,Unfurnished,2,Selatan,Tidak,14,Air Tanah,Ya,Baru,Dekat Sekolah,449036,4,23600000,Perumahan
Sawahan,8,4,896,806,SHM,8800,0,2,Unfurnished,4,Barat,Ya,14,Air Tanah,Ya,Butuh Renovasi,Dekat Pusat Kota,499820,10,261800000,Perumahan
