Alamat,Kecamatan,Njop (Rp/M²),Sertifikat,Sewa Per Bulan (Rp),Luas Tanah (M²),Jenis Zona,Aksesibilitas,Tingkat Keamanan,Kepadatan_Penduduk
"Jl. Dukuh Pakis No. 4, Surabaya",Dukuh Pakis,9856007.4,HGB,131113151.6,12483.88,Perumahan,Baik,rendah,56707
"Jl. Simokerto No. 12, Surabaya",Simokerto,5012016.06,HGB,92580562.1,7131.66,Industri,Baik,tinggi,86897
"Jl. Semampir No. 11, Surabaya",Semampir,3800590.44,HGB,17915749.18,1981.72,Industri,Buruk,rendah,172669
"Jl. Jambangan No. 6, Surabaya",Jambangan,4931815.1,HGB,183172356.92,15788.6,Perumahan,Baik,rendah,50470
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",Wiyung,2832000.0,SHM,11186400.0,1580.0,Industri,Buruk,tinggi,71605
"Jl. Raya Lakarsantri No. 10, Surabaya",Lakarsantri,2064000.0,Lainnya,8256000.0,1600.0,Perumahan,Buruk,rendah,59256
"Jl. Raya Sememi No. 15, Benowo, Surabaya",Benowo,2064000.0,HGB,5418000.0,1050.0,Industri,Buruk,tinggi,69938
"Jl. Gayungan No. 5, Surabaya",Gayungan,5793401.62,SHM,153380485.84,9717.22,Komersial,Buruk,tinggi,41289
"Jl. Sukolilo No. 13, Surabaya",Sukolilo,8081180.62,HGB,168673943.72,7342.66,Perumahan,Baik,tinggi,110557
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",Sukomanunggal,11250000.0,SHM,101250000.0,3600.0,Industri,Buruk,tinggi,101259
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",Tambaksari,4704000.0,Lainnya,89517120.0,7612.0,Perumahan,Baik,tinggi,214966
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",Rungkut,4704000.0,SHM,7056000.0,600.0,Perumahan,Buruk,rendah,123757
"Jl. Asemrowo No. 1, Surabaya",Asemrowo,5012112.86,Lainnya,120394228.26,10895.24,Industri,Buruk,rendah,45547
"Jl. Simokerto No. 12, Surabaya",Simokerto,5217295.24,HGB,213954726.02,17126.2,Perumahan,Buruk,rendah,86897
"Jl. Pabean Cantikan No. 9, Surabaya",Pabean Cantikan,5846703.22,SHM,175023839.14,13879.16,Perumahan,Buruk,tinggi,75315
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",Wonokromo,11250000.0,SHM,124239250.0,16924.0,Komersial,Buruk,tinggi,144650
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",Tambaksari,4704000.0,HGB,23520000.0,2000.0,Perumahan,Baik,tinggi,214966
"Jl. Bulak No. 3, Surabaya",Bulak,3075841.36,Lainnya,61492266.8,9504.76,Perumahan,Buruk,tinggi,43764
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",Wonokromo,11250000.0,Lainnya,80381250.0,2858.0,Komersial,Baik,tinggi,144650
"Jl. Pakal No. 10, Surabaya",Pakal,2328135.08,Lainnya,51734213.86,8361.12,Industri,Buruk,tinggi,59971
"Jl. Sukolilo No. 13, Surabaya",Sukolilo,7648198.5,Lainnya,33804666.46,1813.42,Perumahan,Baik,rendah,110557
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",Sambikerep,2064000.0,HGB,2187840.0,424.0,Komersial,Buruk,rendah,63778
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",Sambikerep,2064000.0,Lainnya,1517040.0,294.0,Komersial,Baik,tinggi,63778
"Jl. Bubutan No. 2, Surabaya",Bubutan,8011653.52,Lainnya,250073736.72,13030.84,Industri,Baik,rendah,90646
"Jl. Simokerto No. 12, Surabaya",Simokerto,4909505.58,HGB,111786878.82,9383.38,Industri,Buruk,rendah,86897
"Jl. Raya Gubeng No. 60, Surabaya",Gubeng,11250000.0,HGB,76387500.0,2716.0,Komersial,Baik,tinggi,123961
"Jl. Semampir No. 11, Surabaya",Semampir,3745208.02,Lainnya,167665091.18,17754.32,Perumahan,Baik,tinggi,172669
"Jl. Petemon No. 77, Sawahan, Surabaya",Sawahan,2832000.0,Lainnya,4248000.0,600.0,Perumahan,Baik,tinggi,188693
"Jl. Karang Pilang No. 7, Surabaya",Karang Pilang,3752583.1,HGB,70944845.26,7599.6,Industri,Buruk,tinggi,75315
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",Wiyung,2832000.0,Lainnya,11809440.0,1668.0,Komersial,Baik,tinggi,71605
"Jl. Sukolilo No. 13, Surabaya",Sukolilo,8230090.18,Lainnya,123275000.58,19019.94,Perumahan,Baik,tinggi,110557
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",Wonokromo,11250000.0,Lainnya,33750000.0,1200.0,Komersial,Baik,rendah,144650
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",Sukomanunggal,11250000.0,SHM,30600000.0,1088.0,Industri,Buruk,rendah,101259
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",Gunung Anyar,3724000.0,SHM,6498380.0,698.0,Industri,Buruk,tinggi,62482
"Jl. Petemon No. 77, Sawahan, Surabaya",Sawahan,2832000.0,Lainnya,32568000.0,4600.0,Perumahan,Buruk,tinggi,188693
"Jl. Semampir No. 11, Surabaya",Semampir,3340486.04,SHM,118431184.94,12823.7,Industri,Buruk,tinggi,172669
"Jl. Jambangan No. 6, Surabaya",Jambangan,4937328.88,SHM,212234719.76,14496.98,Komersial,Buruk,rendah,50470
"Jl. Raya Gubeng No. 60, Surabaya",Gubeng,11250000.0,SHM,28687500.0,1020.0,Komersial,Buruk,rendah,123961
"Jl. Bubutan No. 2, Surabaya",Bubutan,7361561.88,Lainnya,38589550.4,1843.84,Perumahan,Baik,tinggi,90646
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",Gunung Anyar,3724000.0,SHM,55748280.0,5988.0,Komersial,Baik,rendah,62482
"Jl. Raya Lakarsantri No. 10, Surabaya",Lakarsantri,2064000.0,HGB,3715200.0,720.0,Komersial,Buruk,rendah,59256
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",Sambikerep,2064000.0,HGB,38122080.0,7388.0,Komersial,Buruk,tinggi,63778
"Jl. Simokerto No. 12, Surabaya",Simokerto,5145302.48,Lainnya,97576292.38,7600.62,Perumahan,Buruk,tinggi,86897
"Jl. Asemrowo No. 1, Surabaya",Asemrowo,5222133.8,HGB,191909302.4,15179.48,Industri,Buruk,rendah,45547
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",Sukomanunggal,11250000.0,SHM,55125000.0,1960.0,Industri,Baik,rendah,101259
"Jl. Karang Pilang No. 7, Surabaya",Karang Pilang,3660319.4,Lainnya,116068032.6,11925.22,Industri,Buruk,rendah,75315
"Jl. Tandes No. 14, Surabaya",Tandes,4121104.82,Lainnya,81166928.54,7845.12,Perumahan,Buruk,tinggi,87511
"Jl. Pabean Cantikan No. 9, Surabaya",Pabean Cantikan,5543990.02,SHM,197019959.5,11245.3,Perumahan,Baik,tinggi,75315
"Jl. Tunjungan No. 1, Genteng, Surabaya",Genteng,12390000.0,SHM,70623000.0,2280.0,Komersial,Buruk,tinggi,52924
"Jl. Asemrowo No. 1, Surabaya",Asemrowo,4561095.3,HGB,196146508.42,15363.22,Industri,Buruk,rendah,45547
"Jl. Petemon No. 77, Sawahan, Surabaya",Sawahan,2832000.0,SHM,36816000.0,5200.0,Perumahan,Baik,rendah,188693
"Jl. Pabean Cantikan No. 9, Surabaya",Pabean Cantikan,6440165.04,Lainnya,138558803.46,9965.2,Industri,Baik,rendah,75315
"Jl. Tunjungan No. 1, Genteng, Surabaya",Genteng,12390000.0,Lainnya,124239250.0,12000.0,Komersial,Buruk,rendah,52924
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",Mulyorejo,2911060.04,SHM,64962188.78,9255.84,Perumahan,Buruk,rendah,86545
"Jl. Pabean Cantikan No. 9, Surabaya",Pabean Cantikan,5670082.46,Lainnya,251923468.14,16786.94,Industri,Baik,rendah,75315
"Jl. Jambangan No. 6, Surabaya",Jambangan,5230501.44,HGB,91526217.02,7204.14,Industri,Baik,tinggi,50470
"Jl. Sukolilo No. 13, Surabaya",Sukolilo,8221058.08,HGB,130948810.24,17841.18,Perumahan,Baik,tinggi,110557
"Jl. Wonocolo No. 16, Surabaya",Wonocolo,5119096.5,Lainnya,116287278.26,7745.5,Industri,Baik,rendah,75315
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",Kenjeran,3724000.0,SHM,24206000.0,2600.0,Perumahan,Buruk,rendah,181325
"Jl. Jambangan No. 6, Surabaya",Jambangan,4792836.28,SHM,16464815.58,1285.24,Industri,Baik,tinggi,50470
"Jl. Wonocolo No. 16, Surabaya",Wonocolo,5656655.22,Lainnya,224610763.3,15646.16,Perumahan,Baik,tinggi,75315
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",Gunung Anyar,3724000.0,HGB,7448000.0,800.0,Industri,Buruk,tinggi,62482
"Jl. Semampir No. 11, Surabaya",Semampir,3398038.22,HGB,164321518.62,17788.22,Komersial,Buruk,tinggi,172669
"Jl. Dukuh Pakis No. 4, Surabaya",Dukuh Pakis,9735369.62,HGB,126785015.42,12468.6,Perumahan,Baik,rendah,56707
"Jl. Raya Sememi No. 15, Benowo, Surabaya",Benowo,2064000.0,SHM,54200640.0,10504.0,Industri,Baik,tinggi,69938
"Jl. Semampir No. 11, Surabaya",Semampir,3497104.64,Lainnya,149199206.5,17018.32,Perumahan,Baik,tinggi,172669
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",Wonokromo,11250000.0,HGB,21937500.0,780.0,Komersial,Buruk,tinggi,144650
"Jl. Bubutan No. 2, Surabaya",Bubutan,7933734.64,Lainnya,40466798.54,2034.8,Perumahan,Baik,tinggi,90646
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",Wiyung,2832000.0,Lainnya,84960000.0,12000.0,Industri,Buruk,rendah,71605
"Jl. Bubutan No. 2, Surabaya",Bubutan,8058279.22,SHM,31176604.94,1548.82,Komersial,Buruk,tinggi,90646
"Jl. Bubutan No. 2, Surabaya",Bubutan,7554395.78,SHM,215654214.28,10533.44,Komersial,Buruk,rendah,90646
"Jl. Semampir No. 11, Surabaya",Semampir,3507474.48,SHM,73833504.18,7581.78,Perumahan,Baik,rendah,172669
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",Tambaksari,4704000.0,Lainnya,18839520.0,1602.0,Perumahan,Baik,tinggi,214966
"Jl. Asemrowo No. 1, Surabaya",Asemrowo,4905052.8,Lainnya,197777114.7,16865.1,Industri,Buruk,tinggi,45547
"Jl. Bubutan No. 2, Surabaya",Bubutan,8158360.6,SHM,223707674.26,10482.32,Komersial,Buruk,rendah,90646
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",Tambaksari,4704000.0,Lainnya,19051200.0,1620.0,Perumahan,Buruk,tinggi,214966
"Jl. Tandes No. 14, Surabaya",Tandes,3760714.4,SHM,5573237.5,549.68,Komersial,Buruk,rendah,87511
"Jl. Tandes No. 14, Surabaya",Tandes,4177049.14,HGB,12674665.4,1286.62,Komersial,Buruk,rendah,87511
"Jl. Sukolilo No. 13, Surabaya",Sukolilo,7189321.36,Lainnya,40552770.6,1767.78,Perumahan,Baik,rendah,110557
"Jl. Raya Sememi No. 15, Benowo, Surabaya",Benowo,2064000.0,Lainnya,7740000.0,1500.0,Industri,Baik,tinggi,69938
"Jl. Tenggilis Mejoyo No. 15, Surabaya",Tenggilis Mejoyo,6929385.28,HGB,215420409.7,14180.48,Perumahan,Baik,rendah,61187
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",Tambaksari,4704000.0,HGB,33610080.0,2858.0,Perumahan,Baik,rendah,214966
"Jl. Petemon No. 77, Sawahan, Surabaya",Sawahan,2832000.0,SHM,83388240.0,11778.0,Perumahan,Buruk,rendah,188693
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",Wiyung,2832000.0,HGB,8637600.0,1220.0,Industri,Buruk,tinggi,71605
"Jl. Kedungdoro No. 1, Surabaya",Tegalsari,13610000.0,HGB,251785000.0,7400.0,Komersial,Baik,tinggi,92014
"Jl. Pabean Cantikan No. 9, Surabaya",Pabean Cantikan,6229166.32,Lainnya,45239292.62,3091.86,Industri,Buruk,rendah,75315
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",Kenjeran,3724000.0,Lainnya,209791540.0,22534.0,Perumahan,Buruk,tinggi,181325
"Jl. Simokerto No. 12, Surabaya",Simokerto,5046025.02,HGB,131332519.48,10800.96,Perumahan,Buruk,rendah,86897
"Jl. Jambangan No. 6, Surabaya",Jambangan,5330323.14,HGB,61120437.36,4645.96,Komersial,Baik,rendah,50470
"Jl. Sukolilo No. 13, Surabaya",Sukolilo,7485329.58,Lainnya,329466573.66,14944.72,Perumahan,Baik,rendah,110557
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",Sukomanunggal,11250000.0,Lainnya,113400000.0,4032.0,Industri,Buruk,rendah,101259
"Jl. Tenggilis Mejoyo No. 15, Surabaya",Tenggilis Mejoyo,6362971.3,HGB,38680434.18,2513.0,Perumahan,Baik,tinggi,61187
"Jl. Petemon No. 77, Sawahan, Surabaya",Sawahan,2832000.0,SHM,8184480.0,1156.0,Perumahan,Baik,tinggi,188693
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",Mulyorejo,2872033.46,SHM,123967925.34,71069.06,Industri,Buruk,tinggi,86545
"Jl. Simokerto No. 12, Surabaya",Simokerto,5354091.72,SHM,5346779.28,385.96,Industri,Baik,tinggi,86897
"Jl. Asemrowo No. 1, Surabaya",Asemrowo,5193059.74,HGB,163316708.8,13449.74,Industri,Baik,tinggi,45547
"Jl. Pakal No. 10, Surabaya",Pakal,2500472.8,HGB,8560312.64,1431.48,Industri,Baik,tinggi,59971
"Jl. Sukolilo No. 13, Surabaya",Sukolilo,7500633.0,Lainnya,18143008.44,1014.9,Perumahan,Buruk,tinggi,110557
"Jl. Gayungan No. 5, Surabaya",Gayungan,6248941.2,SHM,27498235.24,1788.1,Perumahan,Buruk,tinggi,41289
"Jl. Bulak No. 3, Surabaya",Bulak,3142398.86,HGB,56036284.22,7103.42,Industri,Baik,tinggi,43764
"Jl. Bubutan No. 2, Surabaya",Bubutan,7878400.64,SHM,33175470.24,1707.62,Komersial,Buruk,tinggi,90646
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",Sambikerep,2064000.0,HGB,37028160.0,7176.0,Komersial,Buruk,rendah,63778
"Jl. Raya Lakarsantri No. 10, Surabaya",Lakarsantri,2064000.0,HGB,5201280.0,1008.0,Perumahan,Baik,rendah,59256
"Jl. Bulak No. 3, Surabaya",Bulak,2969422.24,SHM,55320948.18,7156.6,Perumahan,Buruk,rendah,43764
"Jl. Pakal No. 10, Surabaya",Pakal,2436291.16,SHM,12988416.58,2207.58,Industri,Baik,tinggi,59971
"Jl. Kedungdoro No. 1, Surabaya",Tegalsari,13610000.0,SHM,125212000.0,3680.0,Komersial,Baik,tinggi,92014
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",Wiyung,2832000.0,SHM,19824000.0,2800.0,Komersial,Baik,rendah,71605
"Jl. Tenggilis Mejoyo No. 15, Surabaya",Tenggilis Mejoyo,6423991.26,HGB,293689363.96,17402.94,Industri,Buruk,rendah,61187
"Jl. Simokerto No. 12, Surabaya",Simokerto,4997693.74,HGB,255501704.06,20786.02,Industri,Buruk,rendah,86897
"Jl. Wonocolo No. 16, Surabaya",Wonocolo,5848794.08,SHM,227529082.3,15530.84,Komersial,Baik,rendah,75315
"Jl. Gayungan No. 5, Surabaya",Gayungan,6876719.82,HGB,148972805.66,9343.58,Komersial,Buruk,tinggi,41289
"Jl. Tenggilis Mejoyo No. 15, Surabaya",Tenggilis Mejoyo,6250166.0,Lainnya,98499388.74,6644.76,Komersial,Baik,tinggi,61187
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",Gunung Anyar,3724000.0,Lainnya,37240000.0,4000.0,Perumahan,Baik,rendah,62482
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",Wiyung,2832000.0,SHM,59698560.0,8432.0,Komersial,Baik,rendah,71605
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",Wiyung,2832000.0,SHM,117230640.0,16558.0,Komersial,Baik,tinggi,71605
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",Sambikerep,2064000.0,Lainnya,11610000.0,2250.0,Komersial,Baik,tinggi,63778
"Jl. Karang Pilang No. 7, Surabaya",Karang Pilang,3697999.5,SHM,98246500.72,9875.52,Industri,Baik,tinggi,75315
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",Sambikerep,2064000.0,HGB,1548000.0,300.0,Komersial,Baik,rendah,63778
"Jl. Simokerto No. 12, Surabaya",Simokerto,5064358.7,HGB,232611866.8,17284.78,Perumahan,Buruk,rendah,86897
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",Rungkut,4704000.0,SHM,124239250.0,88000.0,Perumahan,Buruk,tinggi,123757
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",Mulyorejo,3006571.16,HGB,19270694.32,2769.46,Perumahan,Baik,tinggi,86545
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",Rungkut,4704000.0,SHM,22108800.0,1880.0,Perumahan,Buruk,tinggi,123757
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",Wonokromo,11250000.0,HGB,124239250.0,15832.0,Komersial,Baik,rendah,144650
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",Tambaksari,4704000.0,HGB,8349600.0,710.0,Perumahan,Buruk,tinggi,214966
"Jl. Jambangan No. 6, Surabaya",Jambangan,5099119.02,HGB,239340956.72,21150.52,Perumahan,Buruk,rendah,50470
"Jl. Bulak No. 3, Surabaya",Bulak,3221821.2,SHM,76763563.6,10967.9,Perumahan,Buruk,tinggi,43764
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",Wiyung,2832000.0,HGB,4871040.0,688.0,Komersial,Buruk,tinggi,71605
"Jl. Pabean Cantikan No. 9, Surabaya",Pabean Cantikan,6292728.44,Lainnya,207783507.06,11850.98,Industri,Baik,rendah,75315
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",Kenjeran,3724000.0,HGB,2253020.0,242.0,Perumahan,Baik,tinggi,181325
"Jl. Bulak No. 3, Surabaya",Bulak,2928645.98,HGB,119254139.9,17057.68,Industri,Baik,rendah,43764
"Jl. Raya Lakarsantri No. 10, Surabaya",Lakarsantri,2064000.0,SHM,5779200.0,1120.0,Industri,Baik,rendah,59256
"Jl. Pakal No. 10, Surabaya",Pakal,2329283.86,SHM,52672326.12,7819.6,Industri,Buruk,rendah,59971
"Jl. Kedungdoro No. 1, Surabaya",Tegalsari,13610000.0,SHM,81660000.0,2400.0,Komersial,Baik,tinggi,92014
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",Tambaksari,4704000.0,SHM,27518400.0,2340.0,Perumahan,Baik,rendah,214966
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",Wonokromo,11250000.0,HGB,98437500.0,3500.0,Komersial,Baik,rendah,144650
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",Kenjeran,3724000.0,Lainnya,18210360.0,1956.0,Perumahan,Buruk,tinggi,181325
"Jl. Tandes No. 14, Surabaya",Tandes,4056541.58,SHM,79688042.78,8541.02,Komersial,Baik,rendah,87511
"Jl. Asemrowo No. 1, Surabaya",Asemrowo,5417361.18,Lainnya,139499022.04,9560.26,Industri,Buruk,rendah,45547
"Jl. Kedungdoro No. 1, Surabaya",Tegalsari,13610000.0,Lainnya,201564100.0,5924.0,Komersial,Baik,rendah,92014
"Jl. Semampir No. 11, Surabaya",Semampir,3262059.24,Lainnya,156950176.86,19143.68,Perumahan,Buruk,tinggi,172669
"Jl. Sukolilo No. 13, Surabaya",Sukolilo,8281303.24,Lainnya,38036292.14,1882.58,Perumahan,Baik,rendah,110557
"Jl. Sukolilo No. 13, Surabaya",Sukolilo,7346718.86,HGB,50817530.46,2189.9,Perumahan,Buruk,rendah,110557
"Jl. Wonocolo No. 16, Surabaya",Wonocolo,5824690.36,Lainnya,224685569.16,16577.74,Perumahan,Baik,tinggi,75315
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",Wiyung,2832000.0,HGB,26054400.0,3680.0,Perumahan,Baik,rendah,71605
"Jl. Bulak No. 3, Surabaya",Bulak,2794011.72,Lainnya,63207477.36,8407.24,Perumahan,Buruk,tinggi,43764
"Jl. Kedungdoro No. 1, Surabaya",Tegalsari,13610000.0,HGB,132697500.0,3900.0,Komersial,Buruk,tinggi,92014
"Jl. Tenggilis Mejoyo No. 15, Surabaya",Tenggilis Mejoyo,6505513.66,HGB,253504378.62,17832.1,Perumahan,Buruk,rendah,61187
"Jl. Wonocolo No. 16, Surabaya",Wonocolo,5855373.76,HGB,43363761.86,3348.5,Komersial,Baik,tinggi,75315
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",Sambikerep,2064000.0,HGB,40846560.0,7916.0,Industri,Buruk,rendah,63778
"Jl. Karang Pilang No. 7, Surabaya",Karang Pilang,3046630.02,HGB,137591322.36,15935.38,Industri,Baik,tinggi,75315
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",Kenjeran,3724000.0,Lainnya,15566320.0,1672.0,Perumahan,Buruk,tinggi,181325
"Jl. Simokerto No. 12, Surabaya",Simokerto,5284143.66,Lainnya,190514792.98,15668.86,Industri,Buruk,rendah,86897
"Jl. Karang Pilang No. 7, Surabaya",Karang Pilang,3738186.54,SHM,151898068.48,16152.48,Industri,Baik,tinggi,75315
"Jl. Sukolilo No. 13, Surabaya",Sukolilo,7909927.44,HGB,118059259.78,19674.6,Perumahan,Buruk,rendah,110557
"Jl. Tenggilis Mejoyo No. 15, Surabaya",Tenggilis Mejoyo,5765193.4,SHM,274125604.98,16732.06,Komersial,Buruk,tinggi,61187
"Jl. Karang Pilang No. 7, Surabaya",Karang Pilang,3653688.16,Lainnya,81526357.44,10211.22,Industri,Buruk,rendah,75315
"Jl. Bulak No. 3, Surabaya",Bulak,2895894.4,HGB,126298097.96,17432.5,Industri,Baik,rendah,43764
"Jl. Dukuh Pakis No. 4, Surabaya",Dukuh Pakis,10141506.32,Lainnya,223186278.92,9229.04,Industri,Buruk,tinggi,56707
"Jl. Sukolilo No. 13, Surabaya",Sukolilo,7618578.18,Lainnya,242307075.34,12170.76,Perumahan,Baik,rendah,110557
"Jl. Kedungdoro No. 1, Surabaya",Tegalsari,13610000.0,HGB,107859250.0,3170.0,Komersial,Baik,tinggi,92014
"Jl. Semampir No. 11, Surabaya",Semampir,3701396.54,SHM,69714169.3,7379.0,Perumahan,Baik,rendah,172669
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",Gunung Anyar,3724000.0,SHM,26086620.0,2802.0,Industri,Baik,tinggi,62482
"Jl. Raya Lakarsantri No. 10, Surabaya",Lakarsantri,2064000.0,HGB,3715200.0,720.0,Industri,Baik,rendah,59256
"Jl. Dukuh Pakis No. 4, Surabaya",Dukuh Pakis,9936877.58,HGB,112757567.3,13477.48,Perumahan,Baik,tinggi,56707
"Jl. Tandes No. 14, Surabaya",Tandes,3870083.02,Lainnya,101508844.88,11255.14,Komersial,Baik,tinggi,87511
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",Gunung Anyar,3724000.0,HGB,5958400.0,640.0,Komersial,Buruk,tinggi,62482
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",Tambaksari,4704000.0,SHM,14394240.0,1224.0,Perumahan,Baik,tinggi,214966
"Jl. Bubutan No. 2, Surabaya",Bubutan,7899520.58,Lainnya,262931582.94,14119.18,Perumahan,Buruk,rendah,90646
"Jl. Asemrowo No. 1, Surabaya",Asemrowo,5056457.78,Lainnya,192537673.12,14892.58,Industri,Buruk,tinggi,45547
"Jl. Jambangan No. 6, Surabaya",Jambangan,5036184.98,HGB,91810489.74,7069.36,Industri,Baik,tinggi,50470
"Jl. Raya Sememi No. 15, Benowo, Surabaya",Benowo,2064000.0,HGB,105264000.0,20400.0,Industri,Baik,rendah,69938
"Jl. Simokerto No. 12, Surabaya",Simokerto,4843765.86,SHM,89891286.08,6614.42,Industri,Buruk,rendah,86897
"Jl. Tunjungan No. 1, Genteng, Surabaya",Genteng,12390000.0,Lainnya,124239250.0,15600.0,Komersial,Baik,rendah,52924
"Jl. Semampir No. 11, Surabaya",Semampir,3429866.28,Lainnya,148842039.18,16305.76,Perumahan,Baik,rendah,172669
"Jl. Jambangan No. 6, Surabaya",Jambangan,4558263.44,HGB,70126474.08,5363.06,Perumahan,Baik,rendah,50470
"Jl. Asemrowo No. 1, Surabaya",Asemrowo,4833142.58,Lainnya,173203932.64,15719.58,Industri,Buruk,tinggi,45547
"Jl. Tenggilis Mejoyo No. 15, Surabaya",Tenggilis Mejoyo,6372501.58,SHM,76544106.08,5066.9,Perumahan,Baik,tinggi,61187
"Jl. Bubutan No. 2, Surabaya",Bubutan,7906293.44,HGB,110752580.52,5883.52,Perumahan,Buruk,rendah,90646
"Jl. Pakal No. 10, Surabaya",Pakal,2564610.92,HGB,98170062.14,16858.46,Industri,Baik,tinggi,59971
"Jl. Simokerto No. 12, Surabaya",Simokerto,5485591.64,HGB,248447881.32,19744.7,Industri,Buruk,rendah,86897
"Jl. Kedungdoro No. 1, Surabaya",Tegalsari,13610000.0,HGB,124239250.0,119478.0,Komersial,Baik,tinggi,92014
"Jl. Wonocolo No. 16, Surabaya",Wonocolo,5918954.24,Lainnya,246145138.82,14501.14,Perumahan,Baik,tinggi,75315
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",Sambikerep,2064000.0,HGB,89814960.0,17406.0,Industri,Buruk,tinggi,63778
"Jl. Tunjungan No. 1, Genteng, Surabaya",Genteng,12390000.0,SHM,124239250.0,10504.0,Komersial,Buruk,tinggi,52924
"Jl. Raya Lakarsantri No. 10, Surabaya",Lakarsantri,2064000.0,HGB,5779200.0,1120.0,Industri,Baik,rendah,59256
"Jl. Sukolilo No. 13, Surabaya",Sukolilo,8194394.96,Lainnya,250899437.12,12002.58,Perumahan,Baik,rendah,110557
"Jl. Bulak No. 3, Surabaya",Bulak,2821895.26,HGB,129228481.84,16892.5,Industri,Baik,rendah,43764
"Jl. Bulak No. 3, Surabaya",Bulak,3054385.58,SHM,54457855.22,7491.26,Perumahan,Buruk,rendah,43764
"Jl. Raya Lakarsantri No. 10, Surabaya",Lakarsantri,2064000.0,SHM,5934000.0,1150.0,Industri,Baik,tinggi,59256
"Jl. Tunjungan No. 1, Genteng, Surabaya",Genteng,12390000.0,HGB,124239250.0,14282.0,Komersial,Buruk,rendah,52924
"Jl. Kedungdoro No. 1, Surabaya",Tegalsari,13610000.0,HGB,79618500.0,2340.0,Komersial,Baik,rendah,92014
"Jl. Asemrowo No. 1, Surabaya",Asemrowo,4797360.48,Lainnya,179645111.0,15797.38,Industri,Buruk,tinggi,45547
"Jl. Pabean Cantikan No. 9, Surabaya",Pabean Cantikan,5825241.18,HGB,8889297.22,622.56,Komersial,Buruk,tinggi,75315
"Jl. Dukuh Pakis No. 4, Surabaya",Dukuh Pakis,9679629.9,Lainnya,275275661.16,10015.26,Industri,Buruk,tinggi,56707
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",Mulyorejo,2739834.08,SHM,4513668.72,665.18,Perumahan,Baik,tinggi,86545
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",Rungkut,4704000.0,HGB,10584000.0,900.0,Perumahan,Buruk,rendah,123757
