Alamat,Kecamatan,Njop (Rp/M²),Sertifikat,Sewa Per Bulan (Rp),Luas Tanah (M²),Jenis Zona,Aksesibilitas,Tingkat Keamanan,Kepadatan_Penduduk
"Jl. Semampir No. 11, Surabaya",Semampir,1900295.22,HGB,8957874.59,990.86,Industri,Buruk,rendah,172669
"Jl. Jambangan No. 6, Surabaya",Jambangan,2465907.55,HGB,91586178.46,7894.3,Perumahan,Baik,rendah,50470
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",Wiyung,1416000.0,SHM,5593200.0,790.0,Industri,Buruk,tinggi,71605
"Jl. Raya Lakarsantri No. 10, Surabaya",Lakarsantri,1032000.0,Lainnya,4128000.0,800.0,Perumahan,Buruk,rendah,59256
"Jl. Raya Sememi No. 15, Benowo, Surabaya",Benowo,1032000.0,HGB,2709000.0,525.0,Industri,Buruk,tinggi,69938
"Jl. Gayungan No. 5, Surabaya",Gayungan,2896700.81,SHM,76690242.92,4858.61,Komersial,Buruk,tinggi,41289
"Jl. Sukolilo No. 13, Surabaya",Sukolilo,4040590.31,HGB,84336971.86,3671.33,Perumahan,Baik,tinggi,110557
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",Sukomanunggal,5625000.0,SHM,50625000.0,1800.0,Industri,Buruk,tinggi,101259
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",Tambaksari,2352000.0,Lainnya,44758560.0,3806.0,Perumahan,Baik,tinggi,214966
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",Rungkut,2352000.0,SHM,3528000.0,300.0,Perumahan,Buruk,rendah,123757
"Jl. Asemrowo No. 1, Surabaya",Asemrowo,2506056.43,Lainnya,60197114.13,5447.62,Industri,Buruk,rendah,45547
"Jl. Simokerto No. 12, Surabaya",Simokerto,2608647.62,HGB,106977363.01,8563.1,Perumahan,Buruk,rendah,86897
"Jl. Pabean Cantikan No. 9, Surabaya",Pabean Cantikan,2923351.61,SHM,87511919.57,6939.58,Perumahan,Buruk,tinggi,75315
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",Wonokromo,5625000.0,SHM,62119625.0,8462.0,Komersial,Buruk,tinggi,144650
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",Tambaksari,2352000.0,HGB,11760000.0,1000.0,Perumahan,Baik,tinggi,214966
"Jl. Bulak No. 3, Surabaya",Bulak,1537920.68,Lainnya,30746133.4,4752.38,Perumahan,Buruk,tinggi,43764
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",Wonokromo,5625000.0,Lainnya,40190625.0,1429.0,Komersial,Baik,tinggi,144650
"Jl. Pakal No. 10, Surabaya",Pakal,1164067.54,Lainnya,25867106.93,4180.56,Industri,Buruk,tinggi,59971
"Jl. Sukolilo No. 13, Surabaya",Sukolilo,3824099.25,Lainnya,16902333.23,906.71,Perumahan,Baik,rendah,110557
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",Sambikerep,1032000.0,HGB,1093920.0,212.0,Komersial,Buruk,rendah,63778
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",Sambikerep,1032000.0,Lainnya,758520.0,147.0,Komersial,Baik,tinggi,63778
"Jl. Bubutan No. 2, Surabaya",Bubutan,4005826.76,Lainnya,125036868.36,6515.42,Industri,Baik,rendah,90646
"Jl. Simokerto No. 12, Surabaya",Simokerto,2454752.79,HGB,55893439.41,4691.69,Industri,Buruk,rendah,86897
"Jl. Raya Gubeng No. 60, Surabaya",Gubeng,5625000.0,HGB,38193750.0,1358.0,Komersial,Baik,tinggi,123961
"Jl. Semampir No. 11, Surabaya",Semampir,1872604.01,Lainnya,83832545.59,8877.16,Perumahan,Baik,tinggi,172669
"Jl. Petemon No. 77, Sawahan, Surabaya",Sawahan,1416000.0,Lainnya,2124000.0,300.0,Perumahan,Baik,tinggi,188693
"Jl. Karang Pilang No. 7, Surabaya",Karang Pilang,1876291.55,HGB,35472422.63,3799.8,Industri,Buruk,tinggi,75315
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",Wiyung,1416000.0,Lainnya,5904720.0,834.0,Komersial,Baik,tinggi,71605
"Jl. Sukolilo No. 13, Surabaya",Sukolilo,4115045.09,Lainnya,61637500.29,9509.97,Perumahan,Baik,tinggi,110557
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",Wonokromo,5625000.0,Lainnya,16875000.0,600.0,Komersial,Baik,rendah,144650
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",Sukomanunggal,5625000.0,SHM,15300000.0,544.0,Industri,Buruk,rendah,101259
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",Gunung Anyar,1862000.0,SHM,3249190.0,349.0,Industri,Buruk,tinggi,62482
"Jl. Petemon No. 77, Sawahan, Surabaya",Sawahan,1416000.0,Lainnya,16284000.0,2300.0,Perumahan,Buruk,tinggi,188693
"Jl. Semampir No. 11, Surabaya",Semampir,1670243.02,SHM,59215592.47,6411.85,Industri,Buruk,tinggi,172669
"Jl. Jambangan No. 6, Surabaya",Jambangan,2468664.44,SHM,106117359.88,7248.49,Komersial,Buruk,rendah,50470
"Jl. Raya Gubeng No. 60, Surabaya",Gubeng,5625000.0,SHM,14343750.0,510.0,Komersial,Buruk,rendah,123961
"Jl. Bubutan No. 2, Surabaya",Bubutan,3680780.94,Lainnya,19294775.2,921.92,Perumahan,Baik,tinggi,90646
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",Gunung Anyar,1862000.0,SHM,27874140.0,2994.0,Komersial,Baik,rendah,62482
"Jl. Raya Lakarsantri No. 10, Surabaya",Lakarsantri,1032000.0,HGB,1857600.0,360.0,Komersial,Buruk,rendah,59256
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",Sambikerep,1032000.0,HGB,19061040.0,3694.0,Komersial,Buruk,tinggi,63778
"Jl. Simokerto No. 12, Surabaya",Simokerto,2572651.24,Lainnya,48788146.19,3800.31,Perumahan,Buruk,tinggi,86897
"Jl. Asemrowo No. 1, Surabaya",Asemrowo,2611066.9,HGB,95954651.2,7589.74,Industri,Buruk,rendah,45547
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",Sukomanunggal,5625000.0,SHM,27562500.0,980.0,Industri,Baik,rendah,101259
"Jl. Karang Pilang No. 7, Surabaya",Karang Pilang,1830159.7,Lainnya,58034016.3,5962.61,Industri,Buruk,rendah,75315
"Jl. Tandes No. 14, Surabaya",Tandes,2060552.41,Lainnya,40583464.27,3922.56,Perumahan,Buruk,tinggi,87511
"Jl. Pabean Cantikan No. 9, Surabaya",Pabean Cantikan,2771995.01,SHM,98509979.75,5622.65,Perumahan,Baik,tinggi,75315
"Jl. Tunjungan No. 1, Genteng, Surabaya",Genteng,6195000.0,SHM,35311500.0,1140.0,Komersial,Buruk,tinggi,52924
"Jl. Asemrowo No. 1, Surabaya",Asemrowo,2280547.65,HGB,98073254.21,7681.61,Industri,Buruk,rendah,45547
"Jl. Petemon No. 77, Sawahan, Surabaya",Sawahan,1416000.0,SHM,18408000.0,2600.0,Perumahan,Baik,rendah,188693
"Jl. Pabean Cantikan No. 9, Surabaya",Pabean Cantikan,3220082.52,Lainnya,69279401.73,4982.6,Industri,Baik,rendah,75315
"Jl. Tunjungan No. 1, Genteng, Surabaya",Genteng,6195000.0,Lainnya,62119625.0,6000.0,Komersial,Buruk,rendah,52924
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",Mulyorejo,1455530.02,SHM,32481094.39,4627.92,Perumahan,Buruk,rendah,86545
"Jl. Pabean Cantikan No. 9, Surabaya",Pabean Cantikan,2835041.23,Lainnya,125961734.07,8393.47,Industri,Baik,rendah,75315
"Jl. Jambangan No. 6, Surabaya",Jambangan,2615250.72,HGB,45763108.51,3602.07,Industri,Baik,tinggi,50470
"Jl. Sukolilo No. 13, Surabaya",Sukolilo,4110529.04,HGB,65474405.12,8920.59,Perumahan,Baik,tinggi,110557
"Jl. Wonocolo No. 16, Surabaya",Wonocolo,2559548.25,Lainnya,58143639.13,3872.75,Industri,Baik,rendah,75315
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",Kenjeran,1862000.0,SHM,12103000.0,1300.0,Perumahan,Buruk,rendah,181325
"Jl. Jambangan No. 6, Surabaya",Jambangan,2396418.14,SHM,8232407.79,642.62,Industri,Baik,tinggi,50470
"Jl. Wonocolo No. 16, Surabaya",Wonocolo,2828327.61,Lainnya,112305381.65,7823.08,Perumahan,Baik,tinggi,75315
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",Gunung Anyar,1862000.0,HGB,3724000.0,400.0,Industri,Buruk,tinggi,62482
"Jl. Semampir No. 11, Surabaya",Semampir,1699019.11,HGB,82160759.31,8894.11,Komersial,Buruk,tinggi,172669
"Jl. Dukuh Pakis No. 4, Surabaya",Dukuh Pakis,4867684.81,HGB,63392507.71,6234.3,Perumahan,Baik,rendah,56707
"Jl. Raya Sememi No. 15, Benowo, Surabaya",Benowo,1032000.0,SHM,27100320.0,5252.0,Industri,Baik,tinggi,69938
"Jl. Semampir No. 11, Surabaya",Semampir,1748552.32,Lainnya,74599603.25,8509.16,Perumahan,Baik,tinggi,172669
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",Wonokromo,5625000.0,HGB,10968750.0,390.0,Komersial,Buruk,tinggi,144650
"Jl. Bubutan No. 2, Surabaya",Bubutan,3966867.32,Lainnya,20233399.27,1017.4,Perumahan,Baik,tinggi,90646
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",Wiyung,1416000.0,Lainnya,42480000.0,6000.0,Industri,Buruk,rendah,71605
"Jl. Bubutan No. 2, Surabaya",Bubutan,4029139.61,SHM,15588302.47,774.41,Komersial,Buruk,tinggi,90646
"Jl. Bubutan No. 2, Surabaya",Bubutan,3777197.89,SHM,107827107.14,5266.72,Komersial,Buruk,rendah,90646
"Jl. Semampir No. 11, Surabaya",Semampir,1753737.24,SHM,36916752.09,3790.89,Perumahan,Baik,rendah,172669
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",Tambaksari,2352000.0,Lainnya,9419760.0,801.0,Perumahan,Baik,tinggi,214966
"Jl. Asemrowo No. 1, Surabaya",Asemrowo,2452526.4,Lainnya,98888557.35,8432.55,Industri,Buruk,tinggi,45547
"Jl. Bubutan No. 2, Surabaya",Bubutan,4079180.3,SHM,111853837.13,5241.16,Komersial,Buruk,rendah,90646
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",Tambaksari,2352000.0,Lainnya,9525600.0,810.0,Perumahan,Buruk,tinggi,214966
"Jl. Tandes No. 14, Surabaya",Tandes,1880357.2,SHM,2786618.75,274.84,Komersial,Buruk,rendah,87511
"Jl. Tandes No. 14, Surabaya",Tandes,2088524.57,HGB,6337332.7,643.31,Komersial,Buruk,rendah,87511
"Jl. Sukolilo No. 13, Surabaya",Sukolilo,3594660.68,Lainnya,20276385.3,883.89,Perumahan,Baik,rendah,110557
"Jl. Raya Sememi No. 15, Benowo, Surabaya",Benowo,1032000.0,Lainnya,3870000.0,750.0,Industri,Baik,tinggi,69938
"Jl. Tenggilis Mejoyo No. 15, Surabaya",Tenggilis Mejoyo,3464692.64,HGB,107710204.85,7090.24,Perumahan,Baik,rendah,61187
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",Tambaksari,2352000.0,HGB,16805040.0,1429.0,Perumahan,Baik,rendah,214966
"Jl. Petemon No. 77, Sawahan, Surabaya",Sawahan,1416000.0,SHM,41694120.0,5889.0,Perumahan,Buruk,rendah,188693
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",Wiyung,1416000.0,HGB,4318800.0,610.0,Industri,Buruk,tinggi,71605
"Jl. Kedungdoro No. 1, Surabaya",Tegalsari,6805000.0,HGB,125892500.0,3700.0,Komersial,Baik,tinggi,92014
"Jl. Pabean Cantikan No. 9, Surabaya",Pabean Cantikan,3114583.16,Lainnya,22619646.31,1545.93,Industri,Buruk,rendah,75315
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",Kenjeran,1862000.0,Lainnya,104895770.0,11267.0,Perumahan,Buruk,tinggi,181325
"Jl. Simokerto No. 12, Surabaya",Simokerto,2523012.51,HGB,65666259.74,5400.48,Perumahan,Buruk,rendah,86897
"Jl. Jambangan No. 6, Surabaya",Jambangan,2665161.57,HGB,30560218.68,2322.98,Komersial,Baik,rendah,50470
"Jl. Sukolilo No. 13, Surabaya",Sukolilo,3742664.79,Lainnya,164733286.83,7472.36,Perumahan,Baik,rendah,110557
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",Sukomanunggal,5625000.0,Lainnya,56700000.0,2016.0,Industri,Buruk,rendah,101259
"Jl. Tenggilis Mejoyo No. 15, Surabaya",Tenggilis Mejoyo,3181485.65,HGB,19340217.09,1256.5,Perumahan,Baik,tinggi,61187
"Jl. Petemon No. 77, Sawahan, Surabaya",Sawahan,1416000.0,SHM,4092240.0,578.0,Perumahan,Baik,tinggi,188693
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",Mulyorejo,1436016.73,SHM,61983962.67,35534.53,Industri,Buruk,tinggi,86545
"Jl. Simokerto No. 12, Surabaya",Simokerto,2677045.86,SHM,2673389.64,192.98,Industri,Baik,tinggi,86897
"Jl. Asemrowo No. 1, Surabaya",Asemrowo,2596529.87,HGB,81658354.4,6724.87,Industri,Baik,tinggi,45547
"Jl. Pakal No. 10, Surabaya",Pakal,1250236.4,HGB,4280156.32,715.74,Industri,Baik,tinggi,59971
"Jl. Sukolilo No. 13, Surabaya",Sukolilo,3750316.5,Lainnya,9071504.22,507.45,Perumahan,Buruk,tinggi,110557
"Jl. Gayungan No. 5, Surabaya",Gayungan,3124470.6,SHM,13749117.62,894.05,Perumahan,Buruk,tinggi,41289
"Jl. Bulak No. 3, Surabaya",Bulak,1571199.43,HGB,28018142.11,3551.71,Industri,Baik,tinggi,43764
"Jl. Bubutan No. 2, Surabaya",Bubutan,3939200.32,SHM,16587735.12,853.81,Komersial,Buruk,tinggi,90646
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",Sambikerep,1032000.0,HGB,18514080.0,3588.0,Komersial,Buruk,rendah,63778
"Jl. Raya Lakarsantri No. 10, Surabaya",Lakarsantri,1032000.0,HGB,2600640.0,504.0,Perumahan,Baik,rendah,59256
"Jl. Bulak No. 3, Surabaya",Bulak,1484711.12,SHM,27660474.09,3578.3,Perumahan,Buruk,rendah,43764
"Jl. Pakal No. 10, Surabaya",Pakal,1218145.58,SHM,6494208.29,1103.79,Industri,Baik,tinggi,59971
"Jl. Kedungdoro No. 1, Surabaya",Tegalsari,6805000.0,SHM,62606000.0,1840.0,Komersial,Baik,tinggi,92014
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",Wiyung,1416000.0,SHM,9912000.0,1400.0,Komersial,Baik,rendah,71605
"Jl. Tenggilis Mejoyo No. 15, Surabaya",Tenggilis Mejoyo,3211995.63,HGB,146844681.98,8701.47,Industri,Buruk,rendah,61187
"Jl. Simokerto No. 12, Surabaya",Simokerto,2498846.87,HGB,127750852.03,10393.01,Industri,Buruk,rendah,86897
"Jl. Wonocolo No. 16, Surabaya",Wonocolo,2924397.04,SHM,113764541.15,7765.42,Komersial,Baik,rendah,75315
"Jl. Gayungan No. 5, Surabaya",Gayungan,3438359.91,HGB,74486402.83,4671.79,Komersial,Buruk,tinggi,41289
"Jl. Tenggilis Mejoyo No. 15, Surabaya",Tenggilis Mejoyo,3125083.0,Lainnya,49249694.37,3322.38,Komersial,Baik,tinggi,61187
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",Gunung Anyar,1862000.0,Lainnya,18620000.0,2000.0,Perumahan,Baik,rendah,62482
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",Wiyung,1416000.0,SHM,29849280.0,4216.0,Komersial,Baik,rendah,71605
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",Wiyung,1416000.0,SHM,58615320.0,8279.0,Komersial,Baik,tinggi,71605
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",Sambikerep,1032000.0,Lainnya,5805000.0,1125.0,Komersial,Baik,tinggi,63778
"Jl. Karang Pilang No. 7, Surabaya",Karang Pilang,1848999.75,SHM,49123250.36,4937.76,Industri,Baik,tinggi,75315
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",Sambikerep,1032000.0,HGB,774000.0,150.0,Komersial,Baik,rendah,63778
"Jl. Simokerto No. 12, Surabaya",Simokerto,2532179.35,HGB,116305933.4,8642.39,Perumahan,Buruk,rendah,86897
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",Rungkut,2352000.0,SHM,62119625.0,44000.0,Perumahan,Buruk,tinggi,123757
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",Mulyorejo,1503285.58,HGB,9635347.16,1384.73,Perumahan,Baik,tinggi,86545
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",Rungkut,2352000.0,SHM,11054400.0,940.0,Perumahan,Buruk,tinggi,123757
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",Wonokromo,5625000.0,HGB,62119625.0,7916.0,Komersial,Baik,rendah,144650
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",Tambaksari,2352000.0,HGB,4174800.0,355.0,Perumahan,Buruk,tinggi,214966
"Jl. Jambangan No. 6, Surabaya",Jambangan,2549559.51,HGB,119670478.36,10575.26,Perumahan,Buruk,rendah,50470
"Jl. Bulak No. 3, Surabaya",Bulak,1610910.6,SHM,38381781.8,5483.95,Perumahan,Buruk,tinggi,43764
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",Wiyung,1416000.0,HGB,2435520.0,344.0,Komersial,Buruk,tinggi,71605
"Jl. Pabean Cantikan No. 9, Surabaya",Pabean Cantikan,3146364.22,Lainnya,103891753.53,5925.49,Industri,Baik,rendah,75315
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",Kenjeran,1862000.0,HGB,1126510.0,121.0,Perumahan,Baik,tinggi,181325
"Jl. Bulak No. 3, Surabaya",Bulak,1464322.99,HGB,59627069.95,8528.84,Industri,Baik,rendah,43764
"Jl. Raya Lakarsantri No. 10, Surabaya",Lakarsantri,1032000.0,SHM,2889600.0,560.0,Industri,Baik,rendah,59256
"Jl. Pakal No. 10, Surabaya",Pakal,1164641.93,SHM,26336163.06,3909.8,Industri,Buruk,rendah,59971
"Jl. Kedungdoro No. 1, Surabaya",Tegalsari,6805000.0,SHM,40830000.0,1200.0,Komersial,Baik,tinggi,92014
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",Tambaksari,2352000.0,SHM,13759200.0,1170.0,Perumahan,Baik,rendah,214966
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",Wonokromo,5625000.0,HGB,49218750.0,1750.0,Komersial,Baik,rendah,144650
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",Kenjeran,1862000.0,Lainnya,9105180.0,978.0,Perumahan,Buruk,tinggi,181325
"Jl. Tandes No. 14, Surabaya",Tandes,2028270.79,SHM,39844021.39,4270.51,Komersial,Baik,rendah,87511
"Jl. Asemrowo No. 1, Surabaya",Asemrowo,2708680.59,Lainnya,69749511.02,4780.13,Industri,Buruk,rendah,45547
"Jl. Kedungdoro No. 1, Surabaya",Tegalsari,6805000.0,Lainnya,100782050.0,2962.0,Komersial,Baik,rendah,92014
"Jl. Semampir No. 11, Surabaya",Semampir,1631029.62,Lainnya,78475088.43,9571.84,Perumahan,Buruk,tinggi,172669
"Jl. Sukolilo No. 13, Surabaya",Sukolilo,4140651.62,Lainnya,19018146.07,941.29,Perumahan,Baik,rendah,110557
"Jl. Sukolilo No. 13, Surabaya",Sukolilo,3673359.43,HGB,25408765.23,1094.95,Perumahan,Buruk,rendah,110557
"Jl. Wonocolo No. 16, Surabaya",Wonocolo,2912345.18,Lainnya,112342784.58,8288.87,Perumahan,Baik,tinggi,75315
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",Wiyung,1416000.0,HGB,13027200.0,1840.0,Perumahan,Baik,rendah,71605
"Jl. Bulak No. 3, Surabaya",Bulak,1397005.86,Lainnya,31603738.68,4203.62,Perumahan,Buruk,tinggi,43764
"Jl. Kedungdoro No. 1, Surabaya",Tegalsari,6805000.0,HGB,66348750.0,1950.0,Komersial,Buruk,tinggi,92014
"Jl. Tenggilis Mejoyo No. 15, Surabaya",Tenggilis Mejoyo,3252756.83,HGB,126752189.31,8916.05,Perumahan,Buruk,rendah,61187
"Jl. Wonocolo No. 16, Surabaya",Wonocolo,2927686.88,HGB,21681880.93,1674.25,Komersial,Baik,tinggi,75315
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",Sambikerep,1032000.0,HGB,20423280.0,3958.0,Industri,Buruk,rendah,63778
"Jl. Karang Pilang No. 7, Surabaya",Karang Pilang,1523315.01,HGB,68795661.18,7967.69,Industri,Baik,tinggi,75315
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",Kenjeran,1862000.0,Lainnya,7783160.0,836.0,Perumahan,Buruk,tinggi,181325
"Jl. Simokerto No. 12, Surabaya",Simokerto,2642071.83,Lainnya,95257396.49,7834.43,Industri,Buruk,rendah,86897
"Jl. Karang Pilang No. 7, Surabaya",Karang Pilang,1869093.27,SHM,75949034.24,8076.24,Industri,Baik,tinggi,75315
"Jl. Sukolilo No. 13, Surabaya",Sukolilo,3954963.72,HGB,59029629.89,9837.3,Perumahan,Buruk,rendah,110557
"Jl. Tenggilis Mejoyo No. 15, Surabaya",Tenggilis Mejoyo,2882596.7,SHM,137062802.49,8366.03,Komersial,Buruk,tinggi,61187
"Jl. Karang Pilang No. 7, Surabaya",Karang Pilang,1826844.08,Lainnya,40763178.72,5105.61,Industri,Buruk,rendah,75315
"Jl. Bulak No. 3, Surabaya",Bulak,1447947.2,HGB,63149048.98,8716.25,Industri,Baik,rendah,43764
"Jl. Dukuh Pakis No. 4, Surabaya",Dukuh Pakis,5070753.16,Lainnya,111593139.46,4614.52,Industri,Buruk,tinggi,56707
"Jl. Sukolilo No. 13, Surabaya",Sukolilo,3809289.09,Lainnya,121153537.67,6085.38,Perumahan,Baik,rendah,110557
"Jl. Kedungdoro No. 1, Surabaya",Tegalsari,6805000.0,HGB,53929625.0,1585.0,Komersial,Baik,tinggi,92014
"Jl. Semampir No. 11, Surabaya",Semampir,1850698.27,SHM,34857084.65,3689.5,Perumahan,Baik,rendah,172669
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",Gunung Anyar,1862000.0,SHM,13043310.0,1401.0,Industri,Baik,tinggi,62482
"Jl. Raya Lakarsantri No. 10, Surabaya",Lakarsantri,1032000.0,HGB,1857600.0,360.0,Industri,Baik,rendah,59256
"Jl. Dukuh Pakis No. 4, Surabaya",Dukuh Pakis,4968438.79,HGB,56378783.65,6738.74,Perumahan,Baik,tinggi,56707
"Jl. Tandes No. 14, Surabaya",Tandes,1935041.51,Lainnya,50754422.44,5627.57,Komersial,Baik,tinggi,87511
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",Gunung Anyar,1862000.0,HGB,2979200.0,320.0,Komersial,Buruk,tinggi,62482
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",Tambaksari,2352000.0,SHM,7197120.0,612.0,Perumahan,Baik,tinggi,214966
"Jl. Bubutan No. 2, Surabaya",Bubutan,3949760.29,Lainnya,131465791.47,7059.59,Perumahan,Buruk,rendah,90646
"Jl. Asemrowo No. 1, Surabaya",Asemrowo,2528228.89,Lainnya,96268836.56,7446.29,Industri,Buruk,tinggi,45547
"Jl. Jambangan No. 6, Surabaya",Jambangan,2518092.49,HGB,45905244.87,3534.68,Industri,Baik,tinggi,50470
"Jl. Raya Sememi No. 15, Benowo, Surabaya",Benowo,1032000.0,HGB,52632000.0,10200.0,Industri,Baik,rendah,69938
"Jl. Simokerto No. 12, Surabaya",Simokerto,2421882.93,SHM,44945643.04,3307.21,Industri,Buruk,rendah,86897
"Jl. Tunjungan No. 1, Genteng, Surabaya",Genteng,6195000.0,Lainnya,62119625.0,7800.0,Komersial,Baik,rendah,52924
"Jl. Semampir No. 11, Surabaya",Semampir,1714933.14,Lainnya,74421019.59,8152.88,Perumahan,Baik,rendah,172669
"Jl. Jambangan No. 6, Surabaya",Jambangan,2279131.72,HGB,35063237.04,2681.53,Perumahan,Baik,rendah,50470
"Jl. Asemrowo No. 1, Surabaya",Asemrowo,2416571.29,Lainnya,86601966.32,7859.79,Industri,Buruk,tinggi,45547
"Jl. Tenggilis Mejoyo No. 15, Surabaya",Tenggilis Mejoyo,3186250.79,SHM,38272053.04,2533.45,Perumahan,Baik,tinggi,61187
"Jl. Bubutan No. 2, Surabaya",Bubutan,3953146.72,HGB,55376290.26,2941.76,Perumahan,Buruk,rendah,90646
"Jl. Pakal No. 10, Surabaya",Pakal,1282305.46,HGB,49085031.07,8429.23,Industri,Baik,tinggi,59971
"Jl. Simokerto No. 12, Surabaya",Simokerto,2742795.82,HGB,124223940.66,9872.35,Industri,Buruk,rendah,86897
"Jl. Kedungdoro No. 1, Surabaya",Tegalsari,6805000.0,HGB,62119625.0,59739.0,Komersial,Baik,tinggi,92014
"Jl. Wonocolo No. 16, Surabaya",Wonocolo,2959477.12,Lainnya,123072569.41,7250.57,Perumahan,Baik,tinggi,75315
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",Sambikerep,1032000.0,HGB,44907480.0,8703.0,Industri,Buruk,tinggi,63778
"Jl. Tunjungan No. 1, Genteng, Surabaya",Genteng,6195000.0,SHM,62119625.0,5252.0,Komersial,Buruk,tinggi,52924
"Jl. Raya Lakarsantri No. 10, Surabaya",Lakarsantri,1032000.0,HGB,2889600.0,560.0,Industri,Baik,rendah,59256
"Jl. Sukolilo No. 13, Surabaya",Sukolilo,4097197.48,Lainnya,125449718.56,6001.29,Perumahan,Baik,rendah,110557
"Jl. Bulak No. 3, Surabaya",Bulak,1410947.63,HGB,64614240.92,8446.25,Industri,Baik,rendah,43764
"Jl. Bulak No. 3, Surabaya",Bulak,1527192.79,SHM,27228927.61,3745.63,Perumahan,Buruk,rendah,43764
"Jl. Raya Lakarsantri No. 10, Surabaya",Lakarsantri,1032000.0,SHM,2967000.0,575.0,Industri,Baik,tinggi,59256
"Jl. Tunjungan No. 1, Genteng, Surabaya",Genteng,6195000.0,HGB,62119625.0,7141.0,Komersial,Buruk,rendah,52924
"Jl. Kedungdoro No. 1, Surabaya",Tegalsari,6805000.0,HGB,39809250.0,1170.0,Komersial,Baik,rendah,92014
"Jl. Asemrowo No. 1, Surabaya",Asemrowo,2398680.24,Lainnya,89822555.5,7898.69,Industri,Buruk,tinggi,45547
"Jl. Pabean Cantikan No. 9, Surabaya",Pabean Cantikan,2912620.59,HGB,4444648.61,311.28,Komersial,Buruk,tinggi,75315
"Jl. Dukuh Pakis No. 4, Surabaya",Dukuh Pakis,4839814.95,Lainnya,137637830.58,5007.63,Industri,Buruk,tinggi,56707
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",Mulyorejo,1369917.04,SHM,2256834.36,332.59,Perumahan,Baik,tinggi,86545
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",Rungkut,2352000.0,HGB,5292000.0,450.0,Perumahan,Buruk,rendah,123757
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",Gunung Anyar,1862000.0,HGB,5865300.0,630.0,Industri,Buruk,rendah,62482
"Jl. Bulak No. 3, Surabaya",Bulak,1495604.93,Lainnya,32209393.25,4553.13,Perumahan,Buruk,tinggi,43764
"Jl. Semampir No. 11, Surabaya",Semampir,1860761.41,Lainnya,76189157.08,8268.61,Perumahan,Buruk,tinggi,172669
