Kecamatan,Luas Tanah (m²),Luas Bangunan (m²),Jumlah Lantai,Kondisi Properti,Kondisi Perabotan,Sertifikat,Daya Listrik (watt),Hook,NJOP (Rp/m²),Jenis Zona,Aksesibilitas,Tingkat Keamanan,Usia Bangunan (tahun),Nilai Jual Bangunan (Rp)
Sawahan,562,433,1,Butuh Renovasi,Semi-Furnished,AJB,4400,Ya,232200,Perumahan,Dekat Jalan Raya,5,20,100542600
Sawahan,421,240,3,Butuh Renovasi,Semi-Furnished,HGB,4400,Ya,245397,Komersial,Dekat Jalan Raya,5,22,58895280
Sawahan,187,170,2,Bagus,Furnished,AJB,1300,Ya,225879,Komersial,Dekat Sekolah,5,18,38399430
Sawahan,117,58,2,Bagus,Furnished,AJB,900,Tidak,213602,Perumahan,Dekat Sekolah,5,11,12388916
Sawahan,215,240,2,Bagus,Furnished,HGB,3500,Tidak,242165,Campuran,Dekat Jalan Raya,5,17,58119600
Sawahan,65,65,1,Butuh Renovasi,Semi-Furnished,HGB,1300,Ya,203644,Perumahan,Dekat Jalan Raya,2,5,13236860
Sawahan,220,192,2,Butuh Renovasi,Furnished,SHM,1300,Ya,222286,Perumahan,Dekat Jalan Raya,5,17,42678912
Sawahan,74,52,3,Butuh Renovasi,Semi-Furnished,SHM,1300,Tidak,228906,Komersial,Dekat Jalan Raya,3,18,11903112
Sawahan,188,209,3,Bagus,Unfurnished,SHM,2200,Tidak,220093,Perumahan,Dekat Pusat Kota,5,21,45999437
Sawahan,560,368,3,Baru,Unfurnished,AJB,4400,Tidak,222277,Campuran,Dekat Sekolah,5,4,81797936
Sawahan,453,335,3,Butuh Renovasi,Unfurnished,HGB,2200,Tidak,240311,Komersial,Dekat Sekolah,5,23,80504185
Sawahan,323,346,2,Bagus,Furnished,AJB,3500,Tidak,232806,Campuran,Dekat Jalan Raya,4,8,80550876
Sawahan,167,40,2,Bagus,Furnished,AJB,900,Tidak,213046,Campuran,Dekat Sekolah,2,26,8521840
Sawahan,80,123,3,Baru,Unfurnished,AJB,1300,Tidak,228456,Perumahan,Dekat Sekolah,4,2,28100088
Sawahan,511,36,3,Butuh Renovasi,Furnished,AJB,900,Tidak,202133,Campuran,Dekat Jalan Raya,2,27,7276788
Semampir,209,299,2,Butuh Renovasi,Semi-Furnished,HGB,4400,Tidak,181343,Perumahan,Dekat Jalan Raya,5,9,54221557
Semampir,164,42,3,Bagus,Furnished,HGB,1300,Tidak,179510,Campuran,Dekat Jalan Raya,3,18,7539420
Semampir,167,49,1,Butuh Renovasi,Unfurnished,HGB,1300,Ya,180034,Campuran,Dekat Pusat Kota,3,2,8821666
Semampir,66,138,3,Baru,Semi-Furnished,SHM,1300,Tidak,181867,Komersial,Dekat Sekolah,5,28,25097646
Semampir,461,301,3,Butuh Renovasi,Furnished,AJB,3500,Ya,168319,Komersial,Dekat Jalan Raya,4,28,50664019
Semampir,256,209,3,Baru,Semi-Furnished,SHM,3500,Ya,191511,Komersial,Dekat Sekolah,4,21,40025799
Semampir,544,617,3,Baru,Semi-Furnished,HGB,4400,Tidak,203464,Perumahan,Dekat Sekolah,4,30,125537288
Semampir,533,107,1,Butuh Renovasi,Furnished,SHM,1300,Tidak,170360,Campuran,Dekat Jalan Raya,4,14,18228520
Semampir,540,204,3,Butuh Renovasi,Unfurnished,AJB,4400,Ya,185688,Campuran,Dekat Jalan Raya,5,0,37880352
Semampir,44,55,2,Butuh Renovasi,Furnished,SHM,1300,Ya,177508,Campuran,Dekat Jalan Raya,1,6,9762940
Semampir,203,184,2,Bagus,Unfurnished,SHM,2200,Tidak,167610,Perumahan,Dekat Pusat Kota,4,11,30840240
Semampir,55,47,2,Baru,Semi-Furnished,AJB,1300,Ya,157448,Komersial,Dekat Jalan Raya,4,16,7400056
Semampir,422,172,3,Butuh Renovasi,Semi-Furnished,HGB,2200,Ya,185739,Perumahan,Dekat Sekolah,4,29,31947108
Semampir,389,111,2,Bagus,Semi-Furnished,HGB,2200,Ya,178373,Komersial,Dekat Pusat Kota,5,20,19799403
Semampir,573,443,2,Butuh Renovasi,Semi-Furnished,AJB,4400,Ya,181655,Perumahan,Dekat Pusat Kota,5,30,80473165
Semampir,321,233,3,Bagus,Unfurnished,SHM,3500,Ya,194454,Perumahan,Dekat Pusat Kota,5,25,45307782
Semampir,110,130,3,Baru,Unfurnished,SHM,1300,Ya,161708,Campuran,Dekat Jalan Raya,5,28,21022040
Semampir,299,365,2,Bagus,Furnished,HGB,3500,Tidak,186593,Campuran,Dekat Pusat Kota,5,23,68106445
Semampir,439,537,1,Bagus,Unfurnished,AJB,4400,Tidak,200516,Campuran,Dekat Pusat Kota,5,19,107677092
Semampir,585,455,2,Baru,Furnished,SHM,5500,Tidak,196381,Campuran,Dekat Pusat Kota,5,4,89353355
Semampir,136,228,2,Bagus,Semi-Furnished,SHM,4400,Tidak,177740,Campuran,Dekat Jalan Raya,5,3,40524720
Semampir,275,220,1,Bagus,Unfurnished,HGB,2200,Tidak,186502,Perumahan,Dekat Jalan Raya,5,27,41030440
Semampir,97,100,1,Bagus,Semi-Furnished,AJB,1300,Tidak,162999,Komersial,Dekat Jalan Raya,4,11,16299900
Semampir,305,98,1,Bagus,Unfurnished,HGB,900,Tidak,157733,Komersial,Dekat Pusat Kota,2,29,15457834
Semampir,386,336,3,Butuh Renovasi,Furnished,AJB,3500,Ya,180070,Campuran,Dekat Jalan Raya,5,19,60503520
Semampir,354,49,2,Bagus,Unfurnished,AJB,1300,Tidak,184288,Perumahan,Dekat Sekolah,4,27,9030112
Semampir,459,180,1,Butuh Renovasi,Unfurnished,HGB,1300,Ya,185926,Perumahan,Dekat Jalan Raya,5,23,33466680
Semampir,108,97,3,Bagus,Unfurnished,AJB,900,Tidak,191652,Campuran,Dekat Pusat Kota,5,17,18590244
Semampir,44,82,2,Bagus,Furnished,SHM,1300,Tidak,158122,Campuran,Dekat Jalan Raya,5,16,12966004
Semampir,56,112,3,Butuh Renovasi,Unfurnished,AJB,2200,Ya,172037,Perumahan,Dekat Sekolah,3,18,19268144
Semampir,560,296,1,Butuh Renovasi,Furnished,HGB,2200,Ya,177294,Campuran,Dekat Sekolah,5,8,52479024
Semampir,594,87,2,Baru,Semi-Furnished,HGB,900,Tidak,170069,Campuran,Dekat Pusat Kota,5,3,14796003
Simokerto,133,160,1,Baru,Semi-Furnished,HGB,1300,Ya,200966,Perumahan,Dekat Pusat Kota,4,25,32154560
Simokerto,225,291,3,Butuh Renovasi,Semi-Furnished,SHM,2200,Tidak,182076,Campuran,Dekat Sekolah,5,20,52984116
Simokerto,418,193,2,Butuh Renovasi,Furnished,SHM,1300,Ya,191998,Perumahan,Dekat Jalan Raya,5,1,37055614
Simokerto,185,117,1,Bagus,Furnished,AJB,1300,Tidak,173959,Komersial,Dekat Pusat Kota,5,3,20353203
Simokerto,369,59,2,Butuh Renovasi,Furnished,AJB,1300,Tidak,175944,Perumahan,Dekat Jalan Raya,3,1,10380696
Simokerto,365,192,2,Butuh Renovasi,Furnished,AJB,1300,Tidak,190651,Komersial,Dekat Sekolah,4,14,36604992
Simokerto,158,143,1,Butuh Renovasi,Furnished,HGB,1300,Ya,189888,Campuran,Dekat Sekolah,4,1,27153984
Simokerto,114,210,1,Butuh Renovasi,Furnished,AJB,2200,Ya,210463,Campuran,Dekat Jalan Raya,5,3,44197230
Simokerto,199,166,3,Bagus,Furnished,AJB,1300,Ya,185251,Campuran,Dekat Pusat Kota,5,5,30751666
Simokerto,96,70,2,Baru,Furnished,HGB,1300,Ya,177377,Campuran,Dekat Pusat Kota,3,6,12416390
Simokerto,96,153,2,Butuh Renovasi,Furnished,SHM,2200,Ya,184313,Campuran,Dekat Jalan Raya,5,9,28199889
Simokerto,111,209,1,Bagus,Furnished,SHM,4400,Tidak,206854,Perumahan,Dekat Pusat Kota,5,18,43232486
Simokerto,362,197,3,Butuh Renovasi,Semi-Furnished,AJB,1300,Tidak,199107,Campuran,Dekat Pusat Kota,5,18,39224079
Simokerto,552,238,1,Baru,Unfurnished,SHM,4400,Tidak,202334,Campuran,Dekat Sekolah,4,25,48155492
Simokerto,206,110,3,Butuh Renovasi,Semi-Furnished,AJB,2200,Tidak,177601,Perumahan,Dekat Pusat Kota,3,21,19536110
Simokerto,283,157,2,Bagus,Furnished,SHM,2200,Ya,205407,Campuran,Dekat Pusat Kota,5,28,32248899
Simokerto,48,139,1,Butuh Renovasi,Unfurnished,SHM,1300,Ya,201139,Perumahan,Dekat Jalan Raya,4,11,27958321
Simokerto,325,401,2,Butuh Renovasi,Semi-Furnished,SHM,5500,Ya,202559,Campuran,Dekat Pusat Kota,5,2,81226159
Simokerto,581,180,2,Butuh Renovasi,Semi-Furnished,HGB,1300,Tidak,190147,Komersial,Dekat Jalan Raya,5,12,34226460
Simokerto,222,143,1,Baru,Furnished,SHM,1300,Tidak,202531,Perumahan,Dekat Jalan Raya,5,17,28961933
Simokerto,105,192,1,Butuh Renovasi,Semi-Furnished,SHM,2200,Tidak,200439,Komersial,Dekat Pusat Kota,5,7,38484288
Simokerto,246,172,2,Butuh Renovasi,Furnished,AJB,2200,Ya,208070,Campuran,Dekat Sekolah,5,20,35788040
Simokerto,160,121,1,Baru,Furnished,SHM,2200,Tidak,199478,Campuran,Dekat Pusat Kota,4,14,24136838
Simokerto,485,153,2,Bagus,Furnished,SHM,1300,Tidak,179076,Perumahan,Dekat Pusat Kota,5,0,27398628
Simokerto,577,193,2,Butuh Renovasi,Unfurnished,HGB,2200,Tidak,206660,Perumahan,Dekat Pusat Kota,5,2,39885380
Simokerto,579,467,3,Butuh Renovasi,Unfurnished,SHM,6600,Tidak,185950,Komersial,Dekat Sekolah,5,25,86838650
Simokerto,71,92,2,Baru,Semi-Furnished,AJB,1300,Ya,177546,Perumahan,Dekat Sekolah,4,7,16334232
Simokerto,502,447,1,Butuh Renovasi,Furnished,SHM,5500,Tidak,213652,Perumahan,Dekat Sekolah,5,3,95502444
Simokerto,285,197,3,Baru,Furnished,SHM,2200,Tidak,209618,Perumahan,Dekat Pusat Kota,5,15,41294746
Simokerto,572,362,1,Bagus,Semi-Furnished,AJB,4400,Tidak,179685,Komersial,Dekat Sekolah,5,29,65045970
Simokerto,43,114,3,Baru,Semi-Furnished,SHM,1300,Ya,195109,Komersial,Dekat Jalan Raya,4,22,22242426
Simokerto,210,174,2,Baru,Furnished,HGB,1300,Tidak,201590,Campuran,Dekat Jalan Raya,5,9,35076660
Sukolilo,499,168,2,Bagus,Furnished,AJB,2200,Tidak,257823,Campuran,Dekat Jalan Raya,5,11,43314264
Sukolilo,244,319,1,Bagus,Unfurnished,HGB,3500,Ya,251414,Komersial,Dekat Sekolah,4,13,80201066
Sukolilo,48,118,3,Butuh Renovasi,Unfurnished,AJB,2200,Ya,250937,Perumahan,Dekat Sekolah,5,13,29610566
Sukolilo,99,118,2,Baru,Semi-Furnished,AJB,1300,Ya,227240,Campuran,Dekat Pusat Kota,4,1,26814320
Sukolilo,250,290,1,Baru,Semi-Furnished,AJB,2200,Tidak,270362,Komersial,Dekat Jalan Raya,5,22,78404980
Sukolilo,308,321,2,Bagus,Semi-Furnished,HGB,3500,Tidak,274009,Komersial,Dekat Pusat Kota,4,4,87956889
Sukolilo,125,142,3,Butuh Renovasi,Unfurnished,SHM,2200,Tidak,239979,Campuran,Dekat Sekolah,5,4,34077018
Sukolilo,504,70,1,Baru,Furnished,AJB,1300,Ya,234871,Komersial,Dekat Pusat Kota,5,5,16440970
Sukolilo,584,205,3,Baru,Furnished,AJB,2200,Ya,245664,Komersial,Dekat Jalan Raya,5,12,50361120
Sukolilo,571,428,3,Baru,Semi-Furnished,SHM,4400,Tidak,255610,Campuran,Dekat Sekolah,5,8,109401080
Sukolilo,292,37,2,Butuh Renovasi,Unfurnished,HGB,1300,Tidak,249837,Perumahan,Dekat Sekolah,1,29,9243969
Sukolilo,440,477,1,Baru,Semi-Furnished,HGB,5500,Tidak,294477,Perumahan,Dekat Sekolah,5,21,140465529
Sukolilo,484,252,2,Baru,Unfurnished,SHM,3500,Ya,236035,Komersial,Dekat Jalan Raya,4,27,59480820
Sukolilo,432,475,1,Bagus,Semi-Furnished,HGB,6600,Tidak,291887,Komersial,Dekat Sekolah,5,28,138646325
Sukolilo,101,121,2,Baru,Semi-Furnished,HGB,1300,Tidak,230947,Perumahan,Dekat Pusat Kota,5,14,27944587
Sukolilo,332,86,1,Baru,Semi-Furnished,SHM,1300,Ya,229383,Komersial,Dekat Sekolah,4,13,19726938
Sukolilo,495,215,3,Butuh Renovasi,Semi-Furnished,AJB,2200,Ya,232708,Campuran,Dekat Sekolah,5,23,50032220
Sukolilo,397,409,2,Baru,Furnished,HGB,5500,Tidak,270047,Komersial,Dekat Pusat Kota,5,6,110449223
Sukolilo,547,585,3,Butuh Renovasi,Semi-Furnished,HGB,5500,Ya,304448,Campuran,Dekat Jalan Raya,5,24,178102080
Sukolilo,326,373,3,Baru,Semi-Furnished,SHM,2200,Tidak,290363,Komersial,Dekat Pusat Kota,5,19,108305399
Sukolilo,116,212,1,Bagus,Unfurnished,HGB,2200,Tidak,236370,Campuran,Dekat Jalan Raya,5,1,50110440
Sukolilo,160,214,2,Baru,Semi-Furnished,AJB,4400,Ya,270167,Perumahan,Dekat Sekolah,5,6,57815738
Sukolilo,128,197,2,Bagus,Semi-Furnished,AJB,2200,Ya,247947,Komersial,Dekat Pusat Kota,5,5,48845559
Sukolilo,51,76,1,Bagus,Furnished,SHM,1300,Tidak,254653,Campuran,Dekat Sekolah,4,16,19353628
Sukolilo,550,272,3,Baru,Furnished,AJB,4400,Tidak,277456,Campuran,Dekat Jalan Raya,4,26,75468032
Sukolilo,153,208,2,Baru,Unfurnished,AJB,2200,Ya,265840,Perumahan,Dekat Jalan Raya,4,24,55294720
Sukolilo,69,56,2,Baru,Unfurnished,HGB,1300,Tidak,225954,Komersial,Dekat Sekolah,5,24,12653424
Sukolilo,491,564,2,Bagus,Furnished,AJB,6600,Tidak,258460,Perumahan,Dekat Jalan Raya,5,27,145771440
Sukolilo,426,142,3,Bagus,Semi-Furnished,SHM,2200,Ya,230446,Komersial,Dekat Pusat Kota,5,1,32723332
Sukolilo,75,74,1,Baru,Furnished,SHM,900,Ya,242027,Perumahan,Dekat Sekolah,3,2,17909998
Sukolilo,421,301,3,Baru,Unfurnished,SHM,2200,Tidak,275843,Campuran,Dekat Pusat Kota,4,4,83028743
Sukolilo,59,54,2,Butuh Renovasi,Furnished,AJB,900,Tidak,239815,Campuran,Dekat Pusat Kota,3,4,12950010
Sukomanunggal,290,146,3,Butuh Renovasi,Semi-Furnished,SHM,2200,Tidak,213549,Perumahan,Dekat Sekolah,5,30,31178154
Sukomanunggal,542,491,2,Butuh Renovasi,Semi-Furnished,SHM,4400,Ya,227235,Campuran,Dekat Sekolah,5,0,111572385
Sukomanunggal,156,163,3,Butuh Renovasi,Unfurnished,AJB,2200,Tidak,215631,Komersial,Dekat Jalan Raya,5,7,35147853
Sukomanunggal,251,259,3,Bagus,Unfurnished,AJB,2200,Ya,217971,Komersial,Dekat Pusat Kota,5,11,56454489
Sukomanunggal,299,216,1,Baru,Semi-Furnished,SHM,2200,Ya,227148,Komersial,Dekat Pusat Kota,4,23,49063968
Sukomanunggal,125,42,2,Butuh Renovasi,Furnished,SHM,1300,Ya,193852,Campuran,Dekat Sekolah,3,3,8141784
Sukomanunggal,167,225,2,Baru,Semi-Furnished,AJB,3500,Ya,206235,Campuran,Dekat Jalan Raya,4,12,46402875
Sukomanunggal,259,81,1,Baru,Unfurnished,AJB,1300,Ya,208105,Komersial,Dekat Jalan Raya,3,22,16856505
Sukomanunggal,217,137,2,Baru,Unfurnished,HGB,1300,Tidak,198141,Campuran,Dekat Sekolah,5,14,27145317
Sukomanunggal,124,208,3,Butuh Renovasi,Furnished,SHM,2200,Ya,227348,Komersial,Dekat Pusat Kota,5,30,47288384
Sukomanunggal,244,309,3,Baru,Furnished,SHM,3500,Ya,230340,Campuran,Dekat Pusat Kota,5,10,71175060
Sukomanunggal,359,402,1,Butuh Renovasi,Unfurnished,AJB,4400,Tidak,224371,Campuran,Dekat Jalan Raya,5,9,90197142
Sukomanunggal,272,223,2,Bagus,Semi-Furnished,HGB,2200,Tidak,207269,Campuran,Dekat Jalan Raya,4,2,46220987
Sukomanunggal,596,178,2,Butuh Renovasi,Furnished,HGB,1300,Ya,215362,Komersial,Dekat Jalan Raya,4,21,38334436
Sukomanunggal,487,579,1,Baru,Furnished,AJB,4400,Ya,236288,Campuran,Dekat Pusat Kota,5,13,136810752
Sukomanunggal,147,34,2,Bagus,Unfurnished,AJB,1300,Ya,218160,Campuran,Dekat Jalan Raya,1,15,7417440
Sukomanunggal,44,54,1,Baru,Unfurnished,HGB,900,Ya,219652,Campuran,Dekat Jalan Raya,4,9,11861208
Sukomanunggal,258,42,2,Baru,Semi-Furnished,SHM,1300,Ya,214643,Campuran,Dekat Sekolah,3,28,9015006
Sukomanunggal,246,209,2,Baru,Unfurnished,HGB,3500,Ya,221292,Komersial,Dekat Jalan Raya,4,9,46250028
Sukomanunggal,576,599,3,Bagus,Semi-Furnished,AJB,4400,Tidak,258148,Perumahan,Dekat Pusat Kota,4,11,154630652
Sukomanunggal,114,116,3,Butuh Renovasi,Unfurnished,HGB,1300,Ya,228062,Campuran,Dekat Sekolah,5,29,26455192
Sukomanunggal,576,560,2,Baru,Semi-Furnished,AJB,6600,Ya,269327,Campuran,Dekat Jalan Raya,5,8,150823120
Sukomanunggal,339,269,3,Butuh Renovasi,Unfurnished,HGB,4400,Tidak,228966,Perumahan,Dekat Pusat Kota,5,0,61591854
Sukomanunggal,598,249,1,Butuh Renovasi,Unfurnished,AJB,3500,Ya,212370,Perumahan,Dekat Pusat Kota,4,4,52880130
Sukomanunggal,226,72,2,Bagus,Unfurnished,HGB,1300,Tidak,219788,Campuran,Dekat Jalan Raya,4,19,15824736
Sukomanunggal,544,190,2,Bagus,Semi-Furnished,HGB,2200,Ya,243352,Komersial,Dekat Pusat Kota,5,7,46236880
Sukomanunggal,532,349,3,Baru,Unfurnished,HGB,4400,Ya,240066,Perumahan,Dekat Jalan Raya,5,10,83783034
Sukomanunggal,502,248,1,Baru,Furnished,SHM,3500,Ya,218284,Komersial,Dekat Sekolah,5,11,54134432
Sukomanunggal,436,136,1,Butuh Renovasi,Semi-Furnished,AJB,2200,Ya,227648,Perumahan,Dekat Sekolah,4,0,30960128
Sukomanunggal,229,46,3,Butuh Renovasi,Semi-Furnished,AJB,900,Tidak,212783,Komersial,Dekat Pusat Kota,3,24,9788018
Sukomanunggal,254,159,3,Baru,Furnished,SHM,1300,Tidak,240167,Campuran,Dekat Pusat Kota,5,21,38186553
Sukomanunggal,97,129,2,Baru,Semi-Furnished,SHM,2200,Ya,237717,Perumahan,Dekat Jalan Raya,4,19,30665493
Tambaksari,269,260,1,Baru,Furnished,HGB,3500,Tidak,228836,Perumahan,Dekat Jalan Raya,5,27,59497360
Tambaksari,225,198,3,Bagus,Furnished,AJB,1300,Ya,210125,Campuran,Dekat Sekolah,4,24,41604750
Tambaksari,368,260,3,Baru,Semi-Furnished,SHM,4400,Tidak,203060,Komersial,Dekat Sekolah,5,10,52795600
Tambaksari,271,199,2,Baru,Semi-Furnished,AJB,2200,Tidak,232921,Campuran,Dekat Jalan Raya,5,4,46351279
Tambaksari,402,95,2,Bagus,Unfurnished,AJB,1300,Ya,224650,Perumahan,Dekat Sekolah,3,14,21341750
Tambaksari,438,337,2,Butuh Renovasi,Semi-Furnished,HGB,4400,Ya,216109,Campuran,Dekat Jalan Raya,5,4,72828733
Tambaksari,48,124,1,Bagus,Furnished,HGB,1300,Tidak,197463,Komersial,Dekat Pusat Kota,5,11,24485412
Tambaksari,285,62,3,Bagus,Furnished,SHM,1300,Tidak,192065,Perumahan,Dekat Pusat Kota,5,4,11908030
Tambaksari,100,123,1,Baru,Furnished,SHM,1300,Ya,219515,Campuran,Dekat Sekolah,4,16,27000345
Tambaksari,280,90,1,Baru,Semi-Furnished,AJB,1300,Ya,201095,Campuran,Dekat Jalan Raya,5,16,18098550
Tambaksari,189,227,3,Baru,Unfurnished,HGB,3500,Tidak,199165,Perumahan,Dekat Jalan Raya,5,23,45210455
Tambaksari,560,231,3,Butuh Renovasi,Semi-Furnished,AJB,4400,Tidak,219874,Komersial,Dekat Sekolah,5,11,50790894
Tambaksari,334,171,1,Bagus,Semi-Furnished,AJB,1300,Ya,221344,Campuran,Dekat Pusat Kota,5,23,37849824
Tambaksari,69,56,1,Butuh Renovasi,Unfurnished,AJB,900,Ya,183391,Perumahan,Dekat Pusat Kota,3,27,10269896
Tambaksari,527,144,3,Baru,Semi-Furnished,AJB,1300,Ya,221356,Perumahan,Dekat Sekolah,4,14,31875264
Tambaksari,336,310,2,Butuh Renovasi,Furnished,AJB,4400,Tidak,233816,Campuran,Dekat Jalan Raya,4,14,72482960
Tambaksari,188,226,1,Bagus,Unfurnished,HGB,2200,Tidak,209406,Perumahan,Dekat Sekolah,4,5,47325756
Tambaksari,313,170,1,Butuh Renovasi,Furnished,AJB,1300,Tidak,195646,Perumahan,Dekat Pusat Kota,5,11,33259820
Tambaksari,435,168,2,Bagus,Unfurnished,HGB,1300,Ya,190958,Komersial,Dekat Pusat Kota,5,26,32080944
Tambaksari,53,127,3,Bagus,Furnished,AJB,2200,Ya,190625,Campuran,Dekat Pusat Kota,5,28,24209375
Tambaksari,284,93,2,Baru,Semi-Furnished,HGB,1300,Ya,208750,Komersial,Dekat Sekolah,5,19,19413750
Tambaksari,357,443,3,Bagus,Unfurnished,SHM,4400,Tidak,221428,Campuran,Dekat Pusat Kota,5,17,98092604
Tambaksari,227,233,3,Baru,Semi-Furnished,HGB,3500,Ya,202870,Komersial,Dekat Sekolah,5,13,47268710
Tambaksari,41,114,3,Butuh Renovasi,Semi-Furnished,HGB,1300,Ya,187294,Komersial,Dekat Sekolah,4,1,21351516
Tambaksari,548,582,1,Butuh Renovasi,Semi-Furnished,SHM,4400,Ya,213120,Campuran,Dekat Jalan Raya,4,8,124035840
Tambaksari,167,69,2,Butuh Renovasi,Unfurnished,AJB,1300,Tidak,192907,Campuran,Dekat Jalan Raya,3,30,13310583
Tambaksari,558,313,2,Butuh Renovasi,Furnished,HGB,4400,Ya,222284,Campuran,Dekat Pusat Kota,5,4,69574892
Tambaksari,131,35,3,Bagus,Furnished,SHM,900,Ya,187702,Komersial,Dekat Pusat Kota,5,19,6569570
Tambaksari,270,255,2,Baru,Semi-Furnished,AJB,2200,Tidak,232203,Komersial,Dekat Jalan Raya,5,25,59211765
Tambaksari,316,223,3,Butuh Renovasi,Furnished,SHM,3500,Tidak,229976,Campuran,Dekat Pusat Kota,4,28,51284648
Tambaksari,324,248,3,Butuh Renovasi,Semi-Furnished,AJB,4400,Tidak,201391,Campuran,Dekat Pusat Kota,5,0,49944968
Tambaksari,280,293,1,Baru,Unfurnished,HGB,4400,Tidak,223500,Komersial,Dekat Sekolah,4,22,65485500
Tandes,307,47,2,Bagus,Unfurnished,AJB,900,Ya,172635,Perumahan,Dekat Pusat Kota,2,2,8113845
Tandes,191,41,2,Butuh Renovasi,Furnished,SHM,1300,Ya,156521,Campuran,Dekat Pusat Kota,3,5,6417361
Tandes,432,233,1,Butuh Renovasi,Furnished,HGB,4400,Tidak,187508,Komersial,Dekat Pusat Kota,5,4,43689364
Tandes,415,412,1,Bagus,Furnished,AJB,6600,Tidak,173645,Campuran,Dekat Sekolah,5,20,71541740
Tandes,515,292,3,Baru,Unfurnished,SHM,2200,Tidak,186618,Campuran,Dekat Pusat Kota,4,26,54492456
Tandes,571,244,1,Bagus,Unfurnished,HGB,2200,Tidak,183265,Campuran,Dekat Sekolah,5,4,44716660
Tandes,446,388,2,Butuh Renovasi,Furnished,SHM,2200,Ya,178536,Campuran,Dekat Jalan Raya,5,0,69271968
Tandes,436,468,3,Bagus,Unfurnished,HGB,6600,Tidak,174538,Perumahan,Dekat Pusat Kota,4,16,81683784
Tandes,596,374,3,Butuh Renovasi,Furnished,AJB,4400,Tidak,197836,Komersial,Dekat Jalan Raya,5,18,73990664
Tandes,277,161,1,Butuh Renovasi,Semi-Furnished,AJB,2200,Tidak,182118,Campuran,Dekat Pusat Kota,4,13,29320998
Tandes,52,149,2,Baru,Semi-Furnished,AJB,2200,Ya,188850,Campuran,Dekat Sekolah,4,11,28138650
Tandes,498,304,2,Baru,Unfurnished,SHM,4400,Ya,204037,Campuran,Dekat Pusat Kota,4,9,62027248
Tandes,329,207,3,Baru,Semi-Furnished,HGB,2200,Ya,182090,Campuran,Dekat Jalan Raya,5,19,37692630
Tandes,247,101,3,Bagus,Unfurnished,AJB,2200,Ya,184042,Komersial,Dekat Jalan Raya,4,20,18588242
Tandes,550,431,3,Baru,Semi-Furnished,SHM,6600,Tidak,195197,Perumahan,Dekat Sekolah,5,17,84129907
Tandes,571,360,3,Butuh Renovasi,Unfurnished,HGB,4400,Ya,183150,Komersial,Dekat Jalan Raya,5,23,65934000
Tandes,520,445,1,Butuh Renovasi,Furnished,SHM,4400,Ya,177376,Perumahan,Dekat Sekolah,5,26,78932320
Tandes,82,123,3,Baru,Unfurnished,AJB,1300,Ya,192927,Komersial,Dekat Pusat Kota,5,10,23730021
Tandes,421,257,3,Baru,Semi-Furnished,SHM,4400,Ya,190955,Komersial,Dekat Sekolah,5,29,49075435
Tandes,361,181,1,Bagus,Unfurnished,HGB,1300,Tidak,165793,Komersial,Dekat Pusat Kota,5,1,30008533
Tandes,183,127,1,Butuh Renovasi,Furnished,SHM,1300,Ya,187315,Komersial,Dekat Sekolah,3,24,23789005
Tandes,224,156,3,Bagus,Semi-Furnished,SHM,1300,Tidak,183833,Perumahan,Dekat Jalan Raya,5,17,28677948
Tandes,560,287,2,Butuh Renovasi,Unfurnished,HGB,4400,Tidak,193021,Perumahan,Dekat Jalan Raya,5,28,55397027
Tandes,450,317,3,Butuh Renovasi,Unfurnished,SHM,3500,Tidak,179166,Campuran,Dekat Pusat Kota,4,24,56795622
Tandes,199,198,1,Butuh Renovasi,Semi-Furnished,SHM,2200,Tidak,188542,Komersial,Dekat Sekolah,4,6,37331316
Tandes,252,165,3,Bagus,Semi-Furnished,HGB,2200,Ya,165011,Campuran,Dekat Sekolah,5,30,27226815
Tandes,323,240,3,Butuh Renovasi,Semi-Furnished,HGB,4400,Tidak,179967,Perumahan,Dekat Jalan Raya,5,23,43192080
Tandes,152,117,2,Baru,Semi-Furnished,SHM,2200,Tidak,177173,Komersial,Dekat Pusat Kota,4,14,20729241
Tandes,343,267,2,Bagus,Semi-Furnished,SHM,3500,Ya,191639,Komersial,Dekat Sekolah,4,10,51167613
Tandes,450,129,2,Bagus,Furnished,SHM,1300,Tidak,184151,Komersial,Dekat Pusat Kota,5,17,23755479
Tandes,469,510,1,Baru,Unfurnished,SHM,6600,Tidak,210330,Perumahan,Dekat Sekolah,5,22,107268300
Tandes,508,160,3,Butuh Renovasi,Unfurnished,HGB,1300,Ya,191394,Perumahan,Dekat Jalan Raya,5,11,30623040
Tegalsari,600,292,2,Baru,Furnished,AJB,4400,Ya,240785,Komersial,Dekat Sekolah,5,5,70309220
Tegalsari,459,518,2,Bagus,Furnished,HGB,5500,Ya,287324,Perumahan,Dekat Jalan Raya,4,19,148833832
Tegalsari,194,129,2,Baru,Unfurnished,HGB,2200,Tidak,223941,Komersial,Dekat Pusat Kota,4,22,28888389
Tegalsari,338,402,1,Baru,Unfurnished,AJB,4400,Tidak,250158,Komersial,Dekat Jalan Raya,5,29,100563516
Tegalsari,282,357,2,Baru,Semi-Furnished,HGB,2200,Ya,273882,Perumahan,Dekat Jalan Raya,4,12,97775874
